"id","time","D","W","Wt","Z","y","observed","time_lag","visit_n","iiw_weight","iptw_weight","fiptiw_weight","iiw_unstab","iiw_unstab_first1","stata_fiptiw_weight","fiptiw_weight_baseevent"
1,1.37769466704456,1,0.830894954269752,0.266228357757299,0.276026665506448,1.10602345161728,1,0,1,0.279239110474842,0.810899735714297,0.226434920885145,0.562898071005255,1,0.810899735714297,0.456453897012249
1,2.37517336627468,1,0.830894954269752,0.718782656329401,0.276026665506448,0.733937265131398,1,1.37769466704456,2,0.3244885990458,0.810899735714297,0.263127719208542,0.654113265707939,0.654113265707939,0.530420274289784,0.530420274289784
2,0.6230675705662,0,0.00775568163953722,-0.00366921535766519,2.99241916853486,3.29451632896045,1,0,1,0.187030669988246,0.78424972991711,0.146678752424498,0.187030669988246,1,0.78424972991711,0.146678752424498
2,0.63765650495654,0,0.00775568163953722,-0.0034897118744912,2.99241916853486,5.46581608606824,1,0.6230675705662,2,0.187041811540946,0.78424972991711,0.146687490184194,0.187041811540946,0.187041811540946,0.146687490184194,0.146687490184194
2,1.37451900367625,0,0.00775568163953722,0.00246711222311859,2.99241916853486,1.63206556465596,1,0.63765650495654,3,0.187411920736938,0.78424972991711,0.146977748221191,0.187411920736938,0.187411920736938,0.146977748221191,0.146977748221191
2,1.51559042043751,0,0.00775568163953722,0.00322485182071997,2.99241916853486,1.02244012894499,1,1.37451900367625,4,0.187459053062958,0.78424972991711,0.147014711735142,0.187459053062958,0.187459053062958,0.147014711735142,0.147014711735142
2,1.65987750255037,0,0.00775568163953722,0.00393014363215281,2.99241916853486,-0.779745854487382,1,1.51559042043751,5,0.187502933723793,0.78424972991711,0.14704912513155,0.187502933723793,0.187502933723793,0.14704912513155,0.14704912513155
2,1.78656738850754,0,0.00775568163953722,0.00450059195358252,2.99241916853486,1.22508369748371,1,1.65987750255037,6,0.187538432432476,0.78424972991711,0.147076964984247,0.187538432432476,0.187538432432476,0.147076964984247,0.147076964984247
2,2.06198642066447,0,0.00775568163953722,0.00561255258138451,2.99241916853486,1.5103116436413,1,1.78656738850754,7,0.187607648496099,0.78424972991711,0.14713124766345,0.187607648496099,0.187607648496099,0.14713124766345,0.14713124766345
2,2.46613069580402,0,0.00775568163953722,0.00700066915318099,2.99241916853486,0.0869189619177918,1,2.06198642066447,8,0.187694090253121,0.78424972991711,0.147199039588048,0.187694090253121,0.187694090253121,0.147199039588048,0.147199039588048
2,2.99621304127853,0,0.00775568163953722,0.00851069082309814,2.99241916853486,-2.34458412893274,1,2.46613069580402,9,0.1877881685985,0.78424972991711,0.147272820505002,0.1877881685985,0.1877881685985,0.147272820505002,0.147272820505002
