"id","group","x"
1,1,14.11287534144
2,1,8.30590548581173
3,1,11.089385234012
4,1,11.8985878148831
5,1,11.212804969423
6,1,9.68162645172555
7,1,14.5345659923168
8,1,9.71602288476071
9,1,16.0552711416311
10,1,9.81185770284274
11,1,13.9146089626705
12,1,16.8599361781033
13,1,5.83341789666298
14,1,9.16363369954789
15,1,9.60003599081903
16,1,11.9078511942102
17,1,9.14724123575178
18,1,2.03063373728567
19,1,2.67859921427344
20,1,13.9603400371906
21,1,9.08008421776458
22,1,4.65607469806
23,1,9.48424793272114
24,1,13.6440240975178
25,1,15.6855803837949
26,1,8.7085926051814
27,1,9.22819185169321
28,1,4.71051074441566
29,1,11.3802920644938
30,1,8.08001537211964
31,1,11.3663503697237
32,1,12.1145120116865
33,1,13.1053105659098
34,1,8.17322087377837
35,1,11.5148653698939
36,1,4.84897396277997
37,1,7.64662297486151
38,1,7.44727721747044
39,1,2.7573770501601
40,1,10.1083678206768
41,2,12.823994400801
42,2,10.5557708058053
43,2,15.0326529427981
44,2,9.0931806916937
45,2,6.52687582232282
46,2,13.7312721035549
47,2,8.75442729525331
48,2,17.776405046885
49,2,10.2742151895466
50,2,14.6225915336088
51,2,13.2877010608158
52,2,8.8646442364785
53,2,18.3029100791679
54,2,14.5715972228693
55,2,12.3590425863984
56,2,13.1062029891659
57,2,14.7171552642211
58,2,12.3593315463163
59,2,0.0276396673882608
60,2,13.1395318141226
61,2,10.5310614290361
62,2,12.7409222594624
63,2,14.327294909462
64,2,17.5989473091707
65,2,9.09083176210214
66,2,17.2101705281766
67,2,13.3433924790083
68,2,16.1540243947905
69,2,15.6829142731626
70,2,14.8835126514675
71,2,7.82752424572858
72,2,11.6392544535572
73,2,14.4940726479982
74,2,8.18590656891062
75,2,9.82868474170457
76,2,14.3239859907267
77,2,15.0727149513384
78,2,13.8550703541607
79,2,8.45689481036128
80,2,7.60087640540858
81,2,18.0508280392197
82,2,13.0316857501281
83,2,12.3537609166383
84,2,11.5164138498436
85,2,7.22268441935789
86,2,14.4479875921615
87,2,11.1314406170139
88,2,11.2689731746723
89,2,15.7333853142846
90,2,15.287092442033
91,2,17.5684655037371
92,2,10.0953043077813
93,2,14.6013942429052
94,2,17.56444182556
95,2,7.5568444822084
96,2,8.55682965248863
97,2,7.47304527658492
98,2,6.16314400199042
99,2,12.3199302129646
100,2,14.6128173585968
