"id","wt"
1,1.96177962888032
2,0.784454188076779
3,2.21066185925156
4,2.98127194296103
5,1.83748396125156
6,2.91653516015504
7,2.17856890067924
8,1.23644428048283
9,1.3959074615268
10,0.93828688270878
11,1.87204346538056
12,1.76362925744615
13,0.984591181157157
14,2.09226027899422
15,2.21950023621321
16,2.1004769236315
17,1.39471339946613
18,0.756462497054599
19,0.744477304513566
20,0.95721563976258
21,1.06975868472364
22,0.701310374541208
23,2.55404605541844
24,1.97778494225349
25,2.43347254709806
26,1.37521494249813
27,0.515153306885622
28,2.53626555681694
29,0.502948071924038
30,1.00172545656096
31,1.75026509864256
32,1.30875832238235
33,1.36695877253078
34,1.86371817206964
35,0.601225068792701
36,1.60961812199093
37,2.22745119140018
38,2.55962828593329
39,2.01696676504798
40,2.94360454962589
41,2.66024711902719
42,1.70562878611963
43,2.43532206641976
44,2.82587581907865
45,1.69077527662739
46,2.79224162932951
47,1.41302320710383
48,1.56692325440235
49,1.97025791695341
50,0.775724738603458
51,2.27363156282809
52,2.54793382843491
53,2.38224906334653
54,2.94772379170172
55,1.23143604036886
56,2.63676895713434
57,0.714360789395869
58,1.87327752599958
59,2.79812775505707
60,1.47099440172315
61,2.78783052647486
62,1.21838664705865
63,2.18434317514766
64,2.33555137482472
65,1.60461176896933
66,2.62083611811977
67,1.87740995909553
68,2.80440455605276
69,0.527186403749511
70,2.60335046285763
71,0.714700574288145
72,2.08597328467295
73,1.55431536096148
74,1.52734346815851
75,1.81785331468564
76,0.726027990574948
77,1.84014103270601
78,0.794489167281426
79,2.06640369445086
80,2.31284155114554
81,1.88223713729531
82,2.11765248689335
83,0.616375671932474
84,1.93742858606856
85,1.47580530506093
86,0.854132382781245
87,0.65070489840582
88,1.29155699000694
89,0.709599078516476
90,2.56164160219487
91,0.71845402661711
92,2.60734312422574
93,0.946223517647013
94,1.72767580905929
95,0.982552364119329
96,1.03449855186045
97,2.87801076145843
98,1.71440211951267
99,1.59594810346607
100,0.543085437500849
