"time","x1","x2","event_id"
0.0100126178638383,0.674770269585169,-0.356768563018133,8
0.015672858646695,-0.441494072303677,0.641977449053365,293
0.0189626625419321,-2.47738566374096,0.644003532316761,185
0.0354213173418213,2.01573172447235,0.646746552584577,148
0.0362945233544547,-1.13989864921346,0.64891820588939,236
0.0594905968587223,0.64848770858628,-0.349028415148251,80
0.0629844568954183,-0.621205167063675,0.649716661616864,47
0.070604612712698,-0.0977024096032511,-0.349393026796268,271
0.0771894294510608,-0.546487743192811,-0.348515526331775,124
0.0820697279191905,0.532629235700141,-0.349760835986539,280
0.0851613316926566,0.017506012761546,-0.351042268249575,205
0.0877449638336648,0.684701770113236,0.647680050243122,150
0.107862044192491,-0.522157086297377,-0.350126715504274,244
0.114526709831441,-0.710044709926357,-0.351396339484858,270
0.11613532847084,1.14102687904878,-0.352670494381691,143
0.119991917688089,-1.19073840297795,-0.355285352778946,237
0.12085632414826,-0.612642024607147,0.643424199321625,203
0.121661612527768,0.236334277593051,-0.354405154086046,234
0.121808950516985,0.24879475278188,-0.355738870496259,188
0.128038497820553,0.475271952707669,-0.35484685144147,13
0.129991894199145,-0.746826162900913,-0.356203593073675,63
0.129992165660929,-0.76096697682979,-0.357537946839933,182
0.152972044037349,2.48068055822788,-0.360271856926566,5
0.157559831834202,0.300776653341901,-0.361727567516423,89
0.163077088759673,1.72450351447024,0.63409963853668,14
0.164313374523847,-0.927378586613688,-0.363554453040848,111
0.204567329687913,0.329113232968425,0.632947066474775,230
0.210688586823126,0.557072187161631,0.635279906708447,138
0.213431754638643,0.106418400624069,-0.362359396603673,198
0.221939048913507,-0.0182127356064801,-0.363823640928079,144
0.224269866029779,-0.195361546712229,-0.365296107390492,76
0.232616190976957,0.942749775977807,-0.368338572908955,217
0.237065470557934,1.2898123170107,0.630122758306175,247
0.23798475300646,-1.18009101763925,-0.367442744341841,122
0.238572282425466,-1.03960684924865,-0.368925981557008,48
0.250602708439656,0.455833278189983,-0.369656330708043,116
0.255439431719675,-0.186563666040672,-0.371224243270137,69
0.265092964598282,0.0924379744146911,0.625579673847989,23
0.269608984724385,-2.38396450466642,-0.371978833210322,183
0.291779030276949,0.994921302360452,0.628941824291623,223
0.30341353149032,0.216768040259149,0.631472444691668,114
0.306398536947692,-0.705440029472218,-0.366015783761484,104
0.308878609072373,0.693453859325448,-0.367584674690113,79
0.309632913748027,0.842184538069893,0.630788263905301,153
0.312130979566221,-0.0432543955605191,-0.366638887459311,190
0.314562086316162,-1.78085061274988,0.630046933549384,228
0.315086546487206,0.86993706077756,-0.367480747310702,179
0.315852251766127,2.09135778612317,-0.36914908795035,204
0.319874428697508,0.0848677659943269,0.629126153221481,72
0.328559782449172,0.969120726465703,-0.368278422222832,245
0.364085808768097,0.664913876471557,0.630024247034471,38
0.366136426569194,-0.0636524675918322,-0.367323666917345,272
0.366517533569856,1.13886106352094,0.631003285616299,73
0.375676996762976,-0.259803803707692,-0.366291881001756,54
0.377294237495702,-0.747627152678373,0.632031616828677,229
0.388744518679732,0.702697666968448,-0.36709532206263,15
0.389939828937517,0.202061255957576,0.631167621278313,238
0.405016026383039,0.819138258702306,-0.366114781924362,42
0.419008612711452,0.120788543066763,-0.367157256384609,35
0.419719647697859,-0.333915703138168,0.631082968619228,224
0.425041798989241,0.11610292156487,0.633838088677674,262
0.433598159685837,0.53076381454447,0.636642395730155,142
0.44899923263714,0.752396331452334,-0.360505011063388,285
0.460387903478774,-0.0880874100180952,-0.356980717759016,6
0.471770485791162,-1.44010203433259,-0.358743241309827,260
0.48346739122257,-0.740630941773379,-0.362456967194572,95
0.484491183432012,-0.819534542019983,0.633704994661058,196
0.485364888089348,0.922798707100811,0.636603393634015,65
0.492301270638209,0.595191689434271,-0.362358696823182,209
0.49965545853662,-0.235759922662039,-0.361390189613447,227
0.522723534662903,1.91359543672321,-0.360464019506469,49
0.540577826996893,-0.717188849772837,0.638187667864911,276
0.568884565183665,-0.0569724450842884,-0.360959765677497,160
0.581711572100428,0.554752355200132,0.637078642904044,252
0.610382704875938,-0.594170622051859,-0.361845167834719,274
0.62827020216519,-0.659742186130182,-0.363063784439155,195
