y,m,x,c1,c2
2.5373761006293019,1.8406562460432772,0.49746352370882418,2.1048759252816236,-0.34991810722917105
0.037882801411504123,-0.30527019087637169,-0.84406028985102477,0.76659115621828267,0.41509747174089934
3.7864188920769704,3.5269302884147344,3.1250932508153904,0.97406357249646303,-1.7126292450864018
1.5610684314170413,2.1626730016378954,0.66164550251521614,1.6186259397100462,-1.5361871067620738
1.9008137556798275,0.97003493076283076,1.3993900973853222,-0.22313734013534406,1.6967534897749759
1.0695038230209106,-0.2364028157447155,0.010107286911480828,0.57990581246576334,1.0817494952448887
0.49988938887205991,-0.12219399914576456,0.45627460416379961,1.1943413840309305,1.1345708628895355
0.68654515886061918,1.6333390837264847,0.59887247395116472,0.026626646155886991,-0.89530403648378831
0.52435783182531082,-0.13268341039728337,-0.11167548938679094,-1.2477923283135264,-1.211807058501247
1.0109860449999337,-0.24499448582561856,0.35323384799202817,-0.64961664253890694,0.34052675027719614
-0.71828598660466658,-1.4271901893558632,-1.1924149212433757,0.39526835762224893,0.28245404643403521
1.0278276456638897,0.53013943029035238,0.0081882624666823611,0.42080158741058843,0.50990450797696385
2.1562397901170445,0.73622596949448149,1.5710198304944916,0.089831684593260727,-0.67558725676176057
-1.7242674817701336,-2.0324130283602497,-1.2097524942412456,-0.74803224882292529,-0.3360450010603741
0.99948082682448536,0.21057533870533296,-1.0247481700158949,-0.76129608030264362,-0.8015571222425516
1.6710289543982582,2.147094373867219,1.9059093953293242,-0.052661058224239145,-1.8104274423464406
2.4398001821495439,2.571279181060532,0.49815008631396623,1.1599260959135318,-0.77417169027043975
-0.73942411302908018,-0.45390478000841372,-0.34117221246311863,-0.37101687065252636,-0.16144001669710267
0.69578261458443857,0.12894077487830438,0.16100862516549777,0.055077666826627625,1.0026958034465496
1.9276011254219982,1.5625044681558422,-0.26404649352268883,0.88973441626906402,1.4685432818760626
-1.5304885502285017,-0.72025530937796711,0.18653613358985055,0.61184827843447964,-0.75406999805557673
1.8129181421688794,1.236086433088829,1.4781810712313419,0.27988921035809272,-2.0706463691358938
-0.65605271832002165,-0.92097204532682975,-1.2571602326823559,0.69876367574808929,-0.46574056308515549
0.45033153965572686,0.25510348917801412,0.57021460538380053,-1.2309458342353392,0.37311079182386553
0.91350566419610391,0.6109139217496129,-0.39952033452729796,0.89750770138933633,-0.095979772116924711
1.0799070629655094,1.4666034224032798,1.3348432354513124,-0.7765400867104435,-0.49841630035243173
0.41119764271794573,0.035705863774058155,0.42118433740242234,-0.6022599467667108,-0.4994471175787657
-1.4845261385687927,-1.3727725179260479,-0.67489297650766544,-1.2374400521204452,0.10030281055702074
3.6351880611401794,3.1726795253231463,1.4129357730216001,1.7403105920544537,0.25177630010610319
0.5872101626610704,-0.075175375012405121,-0.40291523942734203,-0.4020348076377025,0.37582884028489716
