y,m,x,c1,c2
1,0,0,1.2421610564808188,0
0,0,0,-0.53235277807071868,1
0,1,1,0.23749358116345812,1
1,1,1,1.237412807770627,0
0,0,0,0.4548703933024924,1
1,1,0,0.92962526884677332,1
1,1,0,-1.382426051525842,0
1,1,1,-0.60430935654158668,0
0,1,1,0.5029100102674976,0
1,1,0,0.33217037083399931,1
0,1,0,-0.8294082434645198,1
1,0,0,-1.4443169014234885,1
1,1,1,1.084195216774702,0
0,0,0,-2.3101781995843531,0
0,0,0,-2.0031459510708922,0
0,1,0,0.61673625848981517,0
1,0,0,1.3541302163606319,1
0,1,1,0.31768650784240277,1
0,1,1,-0.82455130900091289,1
0,0,0,1.5523128240508715,1
1,1,1,0.76604650286317277,0
0,0,0,-1.1345910481654662,0
1,0,1,1.0610629234110009,0
0,1,1,0.26560618617365339,0
0,1,0,0.1989189495339557,0
0,1,1,-0.54579555643698696,0
1,1,1,2.4900307948765441,1
1,1,0,0.44133454874646838,1
0,0,0,-0.10037028371345372,1
0,0,1,1.7493104110747593,1
0,1,0,-1.7617256829889167,1
0,0,0,0.44113986092048302,0
0,0,0,1.1177761599526406,0
0,0,1,-0.48417716882229445,0
1,1,1,-0.26314696959328854,0
0,1,1,0.89564419472478241,0
0,1,0,-0.20626258287426044,1
0,1,1,0.57462344810190602,1
0,1,1,-0.89518220574454566,0
0,0,0,0.83035501628841091,1
0,1,1,-0.0074008881656884651,0
1,1,0,-1.3701725654840478,0
1,1,1,0.82555320828668077,1
0,1,1,0.022805752981696233,0
0,0,0,-0.99987368681229216,0
0,1,0,-0.47094648810029588,0
0,0,1,1.9184805757234435,0
0,0,0,0.99202325678730008,1
1,1,0,-0.26606780904019989,0
1,1,1,-0.40313649206404534,0
1,1,0,1.21697504464342,0
0,0,0,0.70029157143965204,1
1,1,1,-0.64417241304653994,1
1,1,0,0.95588332292002154,0
1,0,1,1.2829305969313571,0
0,0,1,-1.9478717637280956,1
1,1,1,1.8839150391651633,0
0,1,0,0.15694685632591812,0
1,1,1,2.0939923122613062,1
1,0,1,-0.2294508305999976,0
0,1,0,0.12886986087153157,0
1,0,0,0.91025136794809292,1
0,0,0,0.21597285883712755,1
0,1,0,1.0743821916389289,1
0,0,0,0.52044242014663955,0
1,1,1,0.0068180395354115169,0
1,1,1,-0.11424678087575257,0
0,0,0,-0.28725767004004982,0
0,1,0,1.2034992202208248,0
0,1,0,-0.059017853697009424,1
1,0,0,0.08056471681245321,1
0,0,0,1.1780254558244567,0
0,1,0,-0.14807630346970596,0
1,0,0,-0.61221519531339819,1
0,1,1,-0.29448605057341493,1
0,0,0,1.0507824969195487,0
0,1,1,-0.34988448605377898,0
0,1,1,-1.4660070533084621,1
0,0,0,1.0298193190852636,1
0,1,0,1.1389107903323739,0
0,1,1,1.0753853298944984,0
1,1,1,3.1837709469555846,0
1,1,1,2.0651745290468253,0
0,0,0,-1.2023097762839363,0
0,1,0,0.051184280829607354,0
0,0,1,-1.7400001657371034,1
1,0,1,1.5122633825200011,1
0,1,0,-0.46181668873335507,0
0,0,0,-1.1460169990582647,0
1,0,1,0.92451010815442713,0
0,1,1,-1.0856154430740763,0
0,0,1,-0.11410200633342905,1
0,1,1,-0.93703586051186583,0
0,0,0,-1.2591267692660713,1
0,1,0,0.22273156121146245,1
1,1,0,1.0725726498318038,0
0,0,1,-0.17181674054801244,0
0,0,0,-0.86897627816948753,1
0,1,0,0.10109215026549782,1
0,0,1,1.3272066201421013,0
1,1,0,0.64509423425794887,1
0,0,0,-1.3739687596851677,1
1,1,1,-0.49336189612102427,0
0,1,1,-1.1463379557685289,1
0,0,0,0.3714856929599582,0
0,1,1,-0.31934325390603824,0
1,1,1,0.59853644805884898,0
0,1,1,0.32101510592221083,1
0,1,0,-0.44774628020497043,1
0,0,0,1.3262480675692407,0
0,1,0,0.89390229024848367,1
0,0,0,-1.2837144348128819,1
0,0,0,0.41038886583406597,1
0,1,0,0.11229774189068943,1
1,1,0,-0.14991554152462599,0
0,0,0,-0.36836543304965985,0
0,1,1,1.5121094131201256,1
0,0,0,-0.11476591895262997,1
1,1,1,1.0426620713549271,0
0,1,1,0.72504198210280368,0
0,0,0,-1.2870793649580252,1
1,1,1,1.5799690742220427,0
0,0,1,-0.14949664963824955,0
0,0,1,-0.24125597969078144,0
1,1,1,-0.85514460262013714,0
0,1,1,-0.3672089510186019,1
0,1,0,-0.17508037019373146,0
1,0,0,0.048708653653649375,0
0,0,0,0.34454354285800376,0
1,1,0,0.60165294511783407,0
1,0,1,1.0350421484201355,0
0,1,1,0.61023170889366596,0
0,0,0,-0.22465072139099854,0
0,0,1,0.37893384779478595,0
0,0,0,-1.1377557783290015,1
0,0,0,-0.17355994821791201,1
0,1,0,0.73986850473981991,1
0,0,0,0.0059164992698491599,1
0,0,0,-0.54660546165305224,1
1,1,1,-0.3367155623535526,0
1,0,0,-0.19128429574526315,1
1,0,0,1.079164363761479,1
0,1,1,0.65375659809350994,1
0,0,0,0.4649415430087766,1
1,1,1,0.75972781954924407,0
1,0,1,-1.6302942858687994,0
0,0,1,-1.5652946630589655,0
0,1,1,2.0651527663447315,1
0,0,0,-0.88048194868599017,1
0,1,0,0.15511640755887759,0
0,1,1,-1.6397936424131454,0
0,0,1,0.43214005308472231,0
0,0,0,-0.36796351699246976,0
0,1,1,-0.33253360233463608,0
0,1,1,1.4169144674125498,1
1,1,0,1.5172909475430265,0
1,0,1,0.57824600572493201,0
0,0,0,-1.4615592667350623,0
0,1,0,0.53443728708295635,0
1,0,0,0.33515525230494414,0
0,0,1,-0.80717076159041345,1
1,1,0,-0.17018813410046235,1
0,0,0,-0.076132688689160996,1
0,0,0,-1.2121298233913242,0
0,1,1,-0.13439554725365493,0
1,0,1,0.99801415818635231,0
0,0,1,0.24890233249050639,0
1,0,1,0.79068380972120011,0
0,0,1,0.21036482286248825,1
0,0,0,-1.2190588825510764,1
0,0,0,-2.0156658443050737,1
0,0,0,-0.48069376724422619,1
0,0,1,-0.64569544877038898,0
0,0,0,1.0331750529952977,0
1,0,1,1.6662602005893008,1
0,1,0,-1.0527916647593001,0
0,1,1,-0.22652847012885352,0
0,0,0,-0.19668028779080982,0
1,1,1,1.7506670936902349,0
0,0,0,-0.16254433404267948,0
1,1,0,0.47358020592183464,0
1,1,0,-0.028921998331214442,0
0,0,1,0.10737891528599372,0
0,1,1,-0.55307034509182429,1
0,0,0,-2.4041732207849216,1
0,0,0,1.5825904931095058,1
1,1,1,1.5440127237010368,1
0,0,0,-0.40055175354998812,1
1,1,0,0.12776249356188601,1
0,1,0,-0.18211641562505701,0
0,1,1,-2.2371550296376084,1
1,1,0,0.097461630859875539,1
1,0,0,0.52153122706333843,1
0,0,0,-1.7992755416559381,1
1,0,1,-0.43018238599272335,0
1,1,0,0.35804212338756203,1
1,1,1,0.82453134438818554,1
0,0,0,-1.0252664856012399,0
0,0,1,0.3470707273563195,0
0,0,0,-0.10122518638907359,1
1,0,0,1.1253014601863698,0
1,0,0,-1.6982519765283013,1
0,1,0,-0.59335293554965041,1
0,0,0,-1.1469830443723634,1
1,1,1,1.419571646818018,0
0,0,1,-1.4742970827872786,1
0,0,1,-0.08381307091019842,0
0,1,1,1.1797805691044019,0
1,0,1,0.90714153139640896,0
0,1,1,0.22614609625062945,0
0,0,0,-1.3393045924786073,0
1,1,1,-0.29665026195918759,0
1,0,1,1.5773764973161064,0
0,0,0,-0.19258596403996572,1
0,0,0,2.022612908947238,0
1,0,0,-1.2227003635119189,0
0,1,0,-0.23978319935786996,1
0,0,0,-1.3749006119326199,0
1,1,1,0.75202709095096498,1
0,0,0,0.23459415518715562,0
1,0,0,-0.046647340839312511,1
1,0,0,0.97155903809180866,1
0,0,0,0.035655470760758055,1
1,1,1,0.062801135816620515,0
0,0,0,-0.29529975419563376,1
0,1,1,-0.19464908693609442,1
0,0,0,-0.30207389124514727,1
0,0,0,-0.88650484713775568,0
0,0,0,-1.0189851882442078,1
