c,x,m,y
0.342058441247029,1,0,1.64741467289147
0.315785340401064,1,1,1.82384887775693
0.713646138480067,0,0,0.429166064456418
1.78279267498328,0,0,1.97506922571298
-1.08838528167982,0,1,0.918343869820392
-0.350285959618563,0,0,0.93387499852585
1.01763379798366,0,1,1.41477667591166
1.81786544355236,1,0,1.3912991503421
0.554432689897704,1,1,1.89072654714933
0.264449631835938,0,1,2.0275419660088
0.694213009006374,1,1,1.31559606330186
-0.646139824885819,0,0,0.129851679544669
-0.206954550679116,1,1,1.14030705746197
1.05129483846081,0,1,2.07713584909649
-0.0328634931792667,1,0,1.42426044338634
-2.19092805606662,0,1,1.35017611411402
-1.82616126607359,1,0,0.108523646962671
-0.608868145108513,0,0,0.901959023332676
-0.160895121016887,0,1,0.250909403530796
-0.394191994652279,1,1,2.1836362602859
1.27786120511006,1,1,2.24976934240629
0.728223619572294,0,1,0.915679187967959
0.0997091261529334,0,0,1.12306098754546
-0.0208613781492215,0,0,1.68252882194664
-0.0787452481320559,1,1,2.23307423917545
0.400482613022303,0,1,1.88845867516024
1.03337619894,1,1,3.05331028519417
0.300565738736219,1,1,2.11013819481305
-2.00448377501323,0,0,-0.277202661328545
0.36722346566947,0,0,0.336072049384639
0.0681790576483483,0,1,2.29151123324321
0.533890324872626,0,0,0.961703527283565
1.20716730958954,1,0,1.65252246761692
1.29038146507471,1,0,1.89312761945671
1.73812568212788,1,1,2.00763538227245
0.0914818702915803,0,1,2.0117677059588
0.873350307705444,1,1,1.80820103388414
0.156976036181426,1,0,0.605461076186789
0.351737763349197,0,1,1.39390300579219
0.404616930667946,0,1,1.60911024378839
-0.200640451026222,1,0,1.9737944526437
0.228066525227377,1,1,1.38245533865549
-0.243282035158324,1,0,1.67101081149725
0.199288265017254,0,1,0.226278992567385
0.259835248411755,0,0,1.06973093712647
0.548455478370665,1,0,0.785083820884618
-0.0253989560347437,0,1,1.15285175467822
2.77424858426211,1,1,3.14518989381385
-0.881131796702621,1,0,0.670945808915729
1.270864336362,1,1,2.72537385448036
0.913430072902699,1,1,1.03818489864857
0.417849948996511,1,1,1.38165928215507
-0.243291602560607,0,1,2.47625663764572
0.156652038242801,1,1,1.91326964024794
-0.134614768899065,1,1,1.72255766278661
-0.345393269936514,1,0,0.20567696850508
-1.58316657781916,1,0,0.207388127709549
-0.0641387179841443,0,0,1.28600641331686
-0.194751229580449,0,1,1.99093641039798
-0.139047554626822,1,0,1.28395096243508
-1.4822512532905,1,1,1.6377524157162
0.415593341225318,1,0,1.74777814343491
0.875530026286889,1,1,2.51108460872353
0.853062870457925,1,1,2.93271109821471
-0.230642602854735,0,1,1.42781571923946
0.578956300806073,1,1,3.09420620785241
0.882810829357247,1,0,1.54715041874903
1.36873937891988,1,1,2.42549099418415
0.362575163733048,0,0,0.579905372811483
-0.102827862702815,1,1,2.8760159058714
-0.140160526441875,0,1,0.599680419963752
-0.279173108972029,1,0,-0.127965443263145
1.67788606648021,1,1,1.34717855131198
1.12629194369402,1,1,1.82320630012526
1.7527965942144,1,0,2.50245247666849
1.07047422481255,1,1,1.62715990187333
-0.808735411960892,0,1,0.433680496932618
-0.981368522735485,0,1,0.947334076177704
-0.605667079609934,0,0,1.37780361470994
-1.08734962388266,0,0,0.00877422805068412
-1.97380106765711,1,0,-0.19292919348747
0.00308245328857544,0,0,0.660343396837155
0.245059827375736,0,0,0.772641889471096
-0.607625726777351,0,1,1.05102731345666
-0.596911076180845,0,1,0.856172503146393
-0.869930629601053,0,0,-0.44464786689937
-0.122743313091122,1,0,0.548080162977024
-1.07682831306695,0,1,1.30952069939689
-0.0856675078428999,1,0,1.23605819746896
1.00173614868833,1,1,2.28064073035245
-0.986011752400415,0,0,0.265247932826899
0.0342683123113517,0,1,2.08525747149102
-0.0250641180020312,1,1,2.21360736932284
0.119719504478978,1,0,1.23723387685506
0.449119055248079,0,1,1.77732747503301
