"time","Lambda0"
0.0186924271768372,0.00329647426856387
0.054887922439323,0.0045270486146148
0.061822866693376,0.00738058685216338
0.0623120443696633,0.0102643396287627
0.0636183646953375,0.0130939584531161
0.0755604027263074,0.0140946897480757
0.0761077653288976,0.0150672042219476
0.0775272309600732,0.0160211052177755
0.077628244021114,0.0184533803651024
0.0833231992047414,0.0207724367892335
0.0851426532099229,0.023111000696969
0.0990048586886271,0.0251400128201269
0.099241172110347,0.0271523795633427
0.100781341389825,0.0291198894344794
0.100850203278885,0.0311233876639605
0.10872040721043,0.0329855437677231
0.110806745964116,0.0348302804031615
0.117556398831641,0.0354827967081041
0.121624340988838,0.0372675234444793
0.123492365240783,0.0378766685955701
0.126356076137852,0.0384740896778296
0.129551006522972,0.0390559605224395
0.131919161299901,0.0396246217199471
0.132527655818213,0.0413336759065596
0.134899308067763,0.0430256839298669
0.135705771904084,0.0447126379835183
0.136225668193649,0.0452736602290691
0.138662096552398,0.0458365042644763
0.139811157040201,0.0463852460505272
0.13984134910354,0.0469343373738537
0.145401526081089,0.0474720058252191
0.148919506759146,0.0479991060317116
0.149722115078811,0.049511510917861
0.150548193174244,0.0500275873586585
0.156986525343086,0.050533039610907
0.161627453910558,0.0520055309640745
0.162307686960358,0.0524943624762671
0.165406614080134,0.0529739035166832
0.16695960325685,0.0534606737416146
0.168578038224119,0.0548656539360074
0.171403989258481,0.0562658701520707
0.174197486582815,0.0567309036175716
0.175520522824723,0.057199243155021
0.179261121209636,0.0576513734654454
0.183529347643966,0.0580938680630755
0.184692031685035,0.0593711679848779
0.186787498980909,0.0598082946396031
0.188645575088193,0.0610647929695964
0.190709546556881,0.0615029238929515
0.191339308813256,0.0619335596948604
0.196227161352608,0.0623648615256042
0.196980119601709,0.0627908177787341
0.19760262487655,0.0640166507092579
0.198818005518501,0.0652174958116456
0.20172269487301,0.0656399300799721
0.203205435980578,0.06606246516239
0.204096541094603,0.0664829233568883
0.209143937751888,0.0676529681287395
0.209299479091494,0.0688385404254852
0.210032204763696,0.070010817058863
0.211030373836572,0.0711900021697079
0.216502008987796,0.0716067643712607
0.217017923509385,0.0720193239754109
0.21724570082203,0.0724359047965971
0.22666674794279,0.0728327402528544
0.227124327319349,0.0732292522877402
0.230750094762327,0.0742996445865629
0.231052584895947,0.0746915677417527
0.23229775721435,0.0750830426326787
0.232486647543639,0.076138649261587
0.234677698260565,0.0772037788358658
0.237448140851481,0.0775862064862533
0.239591386763162,0.0786357523992894
0.240098914987807,0.0796722424439434
0.242669905109408,0.080053186383656
0.243400663157697,0.0804389353224336
0.244055497871569,0.081477995317402
0.244636188406019,0.0825051211485885
0.246430107272863,0.083552245592072
0.248822001146525,0.0845706526703318
0.252220778359401,0.0849538267978053
0.252940920204852,0.0859780322452708
0.253765330996219,0.0863563351632793
0.254976297337805,0.0867376855260524
0.261241071302057,0.0871145403019963
0.267735047003707,0.088099392966566
0.270565246100328,0.088466658229689
0.271447565586666,0.0888323381837871
0.271850348800392,0.0898173948113893
0.272275616284957,0.0901842108656772
0.272460932731029,0.0911721529042029
0.274083925892308,0.0915373741981576
0.274264882547075,0.0919036235247229
0.27433835511006,0.0928828969299753
0.274925935468834,0.0938635293727221
0.275134514119728,0.0942294755670587
0.276287547497333,0.0945957852792381
0.2764172060937,0.0949620015309546
0.276989855745243,0.0953281098590752
0.277146738449203,0.0956943110695943
0.278878571424239,0.096057952972226
0.279184453566972,0.0964219729749688
0.280979779959915,0.0973993270074077
0.282083403634271,0.0977591659883959
0.282500822987186,0.0987303877214166
0.286342740236911,0.0997011988502145
0.286732491242147,0.100058716623871
0.287002171269192,0.100416458015041
0.287147843107484,0.100774532589058
0.287305540101419,0.101132514824168
0.289648379037793,0.102093741990785
0.29087786563104,0.103052854027209
0.292109991019654,0.103408409243598
0.294283291571953,0.103762448965756
0.294844951586432,0.104116957746155
0.297855714588962,0.104469974293521
0.298945769148029,0.104821620650667
0.302719914507968,0.105758598739424
0.302730337797461,0.106109670809004
0.302948613563057,0.106460952464384
0.303926986924718,0.107406438143292
0.306895227789694,0.108350161970335
0.307353349880506,0.109286776721575
0.312219582146151,0.109637152113387
0.31283593728221,0.109989568586672
0.313270234159634,0.110924696519711
0.313812798338008,0.111870357176903
0.313924197346203,0.11281195451322
0.317097860772098,0.113751188704852
0.318607494560387,0.114100983937395
0.32008715957295,0.114453143272676
0.320557168866797,0.115391828674152
0.322347777644134,0.115742594435525
0.322698548702693,0.116093447425859
0.323810866610971,0.117022857825523
0.325732512162155,0.117368055705417
0.32579270061614,0.118301683196575
0.32659452083641,0.118646526976945
0.329335456677332,0.118988744450043
0.331712012924959,0.119916348251833
0.333193982756864,0.120256091113484
0.334691346579933,0.121180089047998
0.335302598863514,0.122103330671354
0.337210384113369,0.123018503094516
0.337333613046291,0.123356953604919
0.337477790630057,0.123694668858676
0.337503437369186,0.124612956950436
0.341850048105287,0.124948862678983
0.342906200293949,0.125855935509048
0.343682745133716,0.126190653786568
0.349402893250787,0.126520965355189
0.349806122990582,0.126851784350906
0.350251279459304,0.127182685636494
0.352286483574276,0.128071803798406
0.353975894341181,0.12840086218303
0.354279361135258,0.12927890476041
0.35543921652217,0.129608532398924
0.357521368999796,0.130483185408194
0.358007478468294,0.130812771731768
0.358829443142319,0.13114184630099
0.359390605245786,0.131471877039129
0.359756361089146,0.132353332998251
0.362185404288276,0.132682472560406
0.367517398990659,0.13355487797919
0.367890795130601,0.133882206932875
0.367990859697106,0.134210040044568
0.368715275074276,0.135079756101286
0.368724925080214,0.13540723357776
0.368785527881742,0.135734884260686
