"id","L","X","status","z1","z2","cgroup","tgroup"
1,0.272290411715706,0.287350566005294,1,1,-0.0845660201169831,1,0
2,0.0774036994617846,3.71503968102237,0,0,-1.22955627828526,0,0
3,0.0733824880304891,1.03133572400791,1,1,0.0652178721488025,1,1
4,1.09381994313977,1.36800705927435,2,1,-0.165597657289377,1,0
5,0.0892112486892276,0.225716249373343,1,0,-0.183231923597527,0,0
6,0.15994645241234,1.5090756900865,2,0,-1.31034888315617,0,0
7,0.231234740155439,1.01490370252761,1,0,-0.23204023652157,0,0
8,0.369978461574657,1.28173291524673,1,0,0.161906663254051,0,1
9,0.0631571336256567,3.97152869817381,2,0,-0.80218904831789,0,0
10,2.17526303387949,3.27102108237644,0,1,-1.8173992762177,1,0
11,0.0419759853846497,2.28996732749886,0,1,-0.356373837343941,1,0
12,0.123944880457486,0.870621000603044,1,1,-4.17445658079102,1,0
13,0.23658813494775,0.267011538768808,0,0,-1.35091322210691,0,0
14,0.878699618404118,2.13974659952025,0,0,0.886005372515457,0,1
15,0.20242714530064,0.736778704206208,2,0,1.12524051095708,0,1
16,0.425518399311437,0.446578226917666,0,0,0.785070326003803,0,1
17,1.37213262000317,1.89988268648473,1,0,0.916770080127644,0,1
18,0.85307908268462,1.50353266766314,1,0,-0.323225120630028,0,0
19,0.113995466898713,0.197351442309665,2,1,0.845620259441998,1,1
20,0.538560596951145,1.00112022692909,1,0,0.913812209725072,0,1
21,0.534080651381777,0.676764328119961,2,1,2.09565345604791,1,1
22,0.12082857244275,1.50913194442789,0,0,0.735438470421783,0,1
23,0.0890933842859112,0.518148578636768,2,0,0.947491253041262,0,1
24,0.277866802244926,0.425513919986108,1,1,1.2107497157453,1,1
25,0.074440187567638,0.162594175587098,0,1,-0.441750120476358,1,0
26,0.0461290083411667,0.356100738742269,1,1,0.868775332304025,1,1
27,2.28605743695235,2.29019486272626,2,0,-0.859151137975696,0,0
28,0.0186396987746375,0.499566496527689,2,0,-0.683313960359476,0,0
29,0.0879089878390611,0.330820244303451,2,1,1.32502584079534,1,1
30,0.522531637301048,1.45253541336244,0,0,1.120172671789,0,1
31,0.365404448368483,1.9566875789808,2,0,0.926724066689428,0,1
32,0.58015666074223,1.19118128958017,0,1,0.248070687946524,1,1
33,0.182002088429311,5.57708987317292,0,1,0.395689492684335,1,1
34,0.147955533530977,0.343925947554299,1,1,-0.77529365827017,1,0
35,1.70105485617027,3.17512478645894,1,1,-0.754912314761317,1,0
36,1.23540415734352,1.80770111123037,2,1,0.716511069899891,1,1
37,1.3466169850227,2.13798061409754,1,0,-0.248023819011412,0,0
38,0.197209657554443,1.015587047569,2,1,-0.488189953278886,1,0
39,0.233545270694611,0.922403255667778,1,1,-1.87001653609357,1,0
40,0.0753589957538578,0.0815357849676798,2,0,1.91220558774132,0,1
41,0.415116520598531,2.09221062560876,0,0,-0.250925861769351,0,0
42,0.227536722675209,0.685176404540258,1,1,-1.25695063487278,1,0
43,1.19219724912082,6,0,0,-2.28933203929863,0,0
44,0.22775494079623,1.79842096461093,1,0,1.23836382363904,0,1
45,0.896988802416161,3.23831113678036,2,0,0.0220941955131896,0,1
46,0.0759657746258329,2.27682322230861,2,1,-0.178218407717616,1,0
47,0.571527239970035,0.738973904318833,2,1,0.715893715222331,1,1
48,0.622546686790884,1.49874256176581,1,0,-0.559055227919943,0,0
49,1.18760889184443,1.69931883252466,1,1,1.48899854546286,1,1
50,0.820394682961716,6,0,1,-0.263893685036376,1,0
51,0.288820174626178,0.733701456833232,1,1,-1.34480408080482,1,0
52,0.18227387426628,0.298196932806228,1,0,-1.11731638148078,0,0
53,0.398929484912919,2.63470284851146,1,0,0.12878476610417,0,1
