"time","Lambda0"
0.0186924271768372,0.00492457606902307
0.054887922439323,0.0067498747069778
0.061822866693376,0.00938377359120642
0.0623120443696633,0.0120442335414675
0.0636183646953375,0.0146511927968791
0.0755604027263074,0.0161242701366398
0.0761077653288976,0.0175157614004838
0.0775272309600732,0.018881254979084
0.077628244021114,0.0207208450074141
0.0833231992047414,0.0224701935736215
0.0851426532099229,0.0246044177549499
0.0990048586886271,0.0264531519669281
0.099241172110347,0.0279649201893853
0.100781341389825,0.0294402736465015
0.100850203278885,0.0312593405967431
0.10872040721043,0.0326579783421472
0.110806745964116,0.0340423756035607
0.117556398831641,0.0349937602434861
0.121624340988838,0.0366125295235678
0.123492365240783,0.037476300782631
0.126356076137852,0.0383487885248573
0.129551006522972,0.0391973067941651
0.131919161299901,0.0400275932453996
0.132527655818213,0.041579826157392
0.134899308067763,0.0431126107028315
0.135705771904084,0.0446402293867587
0.136225668193649,0.0454334459574186
0.138662096552398,0.0462531351483352
0.139811157040201,0.0470295750094901
0.13984134910354,0.0478067163009598
0.145401526081089,0.0485897921956227
0.148919506759146,0.0493571865403844
0.149722115078811,0.0504859538616346
0.150548193174244,0.0512149546550251
0.156986525343086,0.0519482869519543
0.161627453910558,0.0532771019426954
0.162307686960358,0.0539669463503234
0.165406614080134,0.0546430025385267
0.16695960325685,0.055349420553708
0.168578038224119,0.0566173683160209
0.171403989258481,0.0578815701553152
0.174197486582815,0.0585369714880609
0.175520522824723,0.0592160727812686
0.179261121209636,0.0598533997478628
0.183529347643966,0.0604770481751954
0.184692031685035,0.0614276562034745
0.186787498980909,0.0620435819757608
0.188645575088193,0.0629779269526797
0.190709546556881,0.0636124217823308
0.191339308813256,0.0642187834070552
0.196227161352608,0.0648437468084387
0.196980119601709,0.0654436242453306
0.19760262487655,0.0665488406655799
0.198818005518501,0.067441290819911
0.20172269487301,0.0680350581171109
0.203205435980578,0.0686292205994956
0.204096541094603,0.0692209331040528
0.209143937751888,0.0700891472717515
0.209299479091494,0.071155057800327
0.210032204763696,0.0720238680063519
0.211030373836572,0.0730822774639949
0.216502008987796,0.0736831845083059
0.217017923509385,0.0742613561129888
0.21724570082203,0.0748622199347831
0.22666674794279,0.0754184399663444
0.227124327319349,0.0759743151159817
0.230750094762327,0.0769350236932022
0.231052584895947,0.0774844751344124
0.23229775721435,0.0780333721547966
0.232486647543639,0.0788147476076748
0.234677698260565,0.0797692973518436
0.237448140851481,0.0803050648014182
0.239591386763162,0.0812456365024095
0.240098914987807,0.0820116601984284
0.242669905109408,0.0825436897686762
0.243400663157697,0.0830983620369836
0.244055497871569,0.0840275110668705
0.244636188406019,0.0847848269428672
0.246430107272863,0.085719707069045
0.248822001146525,0.0864686304784082
0.252220778359401,0.0870176811879707
0.252940920204852,0.0879306521464373
0.253765330996219,0.0884572719014892
0.254976297337805,0.0890031743726698
0.261241071302057,0.0895424894156181
0.267735047003707,0.0904183110065174
0.270565246100328,0.0909288624144549
0.271447565586666,0.0914372806802637
0.271850348800392,0.0923141377700084
0.272275616284957,0.0928389457309659
0.272460932731029,0.0937182087637319
0.274083925892308,0.0942263414656052
0.274264882547075,0.0947507708719143
0.27433835511006,0.0956230614768134
0.274925935468834,0.0964963438351072
0.275134514119728,0.097005325249109
0.276287547497333,0.0975299100815862
0.2764172060937,0.0980396295847418
0.276989855745243,0.0985640565206206
0.277146738449203,0.0990886735463835
0.278878571424239,0.0995950357682224
0.279184453566972,0.100116740306434
0.280979779959915,0.100835250536541
0.282083403634271,0.101350744696451
0.282500822987186,0.102064496476682
0.286342740236911,0.102927938469862
0.286732491242147,0.103424603671266
0.287002171269192,0.103921702734962
0.287147843107484,0.104433784707598
0.287305540101419,0.104945600409069
0.289648379037793,0.105650081938317
0.29087786563104,0.106501863055511
0.292109991019654,0.106995336512001
0.294283291571953,0.107486962966458
0.294844951586432,0.107979088980186
0.297855714588962,0.108469015974066
0.298945769148029,0.108957023871424
0.302719914507968,0.109643131372511
