"time","Lambda0"
0.0271600260291487,0.00371775061539838
0.0380238038473096,0.00640415977672449
0.054887922439323,0.00836121804224201
0.061822866693376,0.010115889246016
0.0620485100693491,0.0118750299106029
0.0623120443696633,0.0136427546302048
0.0636183646953375,0.0153793252581711
0.0742224666287086,0.016947657083792
0.0755604027263074,0.018491864735292
0.077628244021114,0.0199948159657119
0.0777316579535614,0.021503955704046
0.079656106384429,0.022972426745222
0.0833231992047414,0.024403159083349
0.0851426532099229,0.0258216672208109
0.0989382801326327,0.0270855244232023
0.0990048586886271,0.0283518149560045
0.099241172110347,0.0296210748313804
0.100781341389825,0.0308734032811074
0.100850203278885,0.0321277842481578
0.102873926182458,0.0333725475049751
0.10872040721043,0.0345533368772203
0.110806745964116,0.0357141366096162
0.121624340988838,0.0367858827355535
0.126356076137852,0.0378242234140712
0.129200329755375,0.0388330621431972
0.131583937508365,0.0398321708939285
0.132527655818213,0.0408248492417232
0.134899308067763,0.0418091459776172
0.135705771904084,0.0427876089801063
0.138662096552398,0.043747380067963
0.138718030868546,0.0447066908908438
0.13984134910354,0.0456638226751952
0.142160286229693,0.0466139879096052
0.148919506759146,0.0475305769445461
0.149722115078811,0.048448472354326
0.150548193174244,0.0493658743540335
0.150690369369382,0.0502841803773819
0.156986525343086,0.0511755865125603
0.161349270704695,0.0520529197219535
0.161627453910558,0.0529294441689337
0.16695960325685,0.053786389573658
0.168578038224119,0.0546399222603634
0.169666794542262,0.0554907924945595
0.171336431765979,0.0563368834935056
0.171403989258481,0.0571836400641935
0.173023656947453,0.0580216654570916
0.175520522824723,0.0588480548056892
0.183432615315201,0.0596435567603581
0.183529347643966,0.0604404028371854
0.184244972120101,0.0612344428693009
0.184692031685035,0.0620308257464698
0.185198152430786,0.0628251627091327
0.188645575088193,0.0636113540475393
0.189812381534836,0.064394568357241
0.190709546556881,0.0651741652841951
0.191339308813256,0.0659508929101859
0.196227161352608,0.0667067785001033
0.196980119601709,0.0674599419076541
0.197532833059372,0.0682124070516806
0.19760262487655,0.0689654620550374
0.19841869319754,0.0697168036192331
0.198818005518501,0.0704686680242338
0.198954750980135,0.0712213219530662
0.20172269487301,0.0719646361948113
0.203205435980578,0.0727046200062578
0.204096541094603,0.0734416808144689
0.209143937751888,0.0741613708380053
