"time","Lambda0"
0.0254595198181871,0.00472067701978154
0.0381546708953687,0.00803852116633963
0.0480841859306311,0.0106469088384177
0.05052085983806,0.0131546989679545
0.0561723010083989,0.0154026265109981
0.0562140112860302,0.0176634305803828
0.0595124402578063,0.0198403893174947
0.0679836553484914,0.0217537534309991
0.0681771122925653,0.0236619807392308
0.0745112873812489,0.0253510133162576
0.0789970050343155,0.0269660130406074
0.0808459953373584,0.0285635799372271
0.0835665485195013,0.0301357183017254
0.0870818831482297,0.031639195598614
0.0881069588968004,0.0331263636816985
0.0990558921273582,0.0344775926296394
0.103077642523127,0.0358089325807462
0.10544797081181,0.0371221028692514
0.108604865142438,0.0384038294330536
0.108687533021731,0.0396889822895235
0.10922560987495,0.0409728894888062
0.109446432778965,0.0422592451406793
0.110225636970336,0.0435390332066115
0.115054019227276,0.0447540597910203
0.116992707376026,0.045958469731868
0.118713339884667,0.0471513549172639
0.120258522838118,0.0483204387635902
0.122015161970101,0.0494830872647613
0.127299015277444,0.0505919134688533
0.128299969842234,0.0516968539504213
0.128908618454529,0.0528028631294916
0.130971610396887,0.0538902152123916
0.132200383256638,0.0549702961934978
0.135643427700571,0.0560258123115976
0.135657202994209,0.057084711122682
0.139988247979461,0.0581171034827972
0.140571851695261,0.0591462029655971
0.142862695343885,0.0601560702620428
0.145264624519594,0.061159029566297
0.147258717763204,0.0621608101312108
0.152001405642297,0.0631426387473441
0.16044849881804,0.0640800564340357
0.161860318225554,0.065006741406403
0.16941960088357,0.0658978216187602
0.170560761444281,0.0667820215317507
0.174996489206238,0.0676416320228855
0.182413158090927,0.0684761645629986
0.185551137772449,0.0693010047143126
0.185615384827972,0.0701273722744581
0.186657896773868,0.0709487359505259
0.187861454796114,0.0717689275771654
0.189073100021485,0.0725868237152303
0.192395744477636,0.0733985020736109
0.192676461190432,0.074209485279789
0.194839212270528,0.0750106301654375
0.19536164889238,0.0758108731116851
0.197106337381091,0.0766010274634108
0.197462673096847,0.0773911306420305
0.197835559513396,0.0781820424921789
0.199574288180708,0.0789704751313751
0.20024413995526,0.0797572321321299
0.200411623378412,0.0805453820636959
0.201226022417851,0.0813312633767364
0.203198030920399,0.0821115395089865
0.205273838734529,0.0828883171392773
0.207309016720602,0.0836588873636472
0.210462109293179,0.0844264526423162
0.211529680810599,0.0851913090535497
0.211942374888587,0.0859556651548855
0.213673339107669,0.0867123304418274
0.215168176585693,0.0874634384194332
0.217485738616394,0.0882076482364064
0.217890465058907,0.0889521526719503
0.220855399324923,0.0896881143677335
0.22124219189574,0.090425668751965
0.223481008964065,0.0911571561975978
0.224342077432103,0.0918879277632737
0.227275279100306,0.0926162452351439
0.227528192967452,0.0933458259172895
0.233371599736305,0.0940557594164175
0.234433193193851,0.094763439822638
0.238138294979365,0.0954616232720905
0.242765804967846,0.0961567943311899
0.244869552435742,0.0968495930472814
0.246964022578132,0.0975377818064178
0.252983488738552,0.098214526091874
0.253013908092017,0.0988910464957454
0.254081917786634,0.0995652875121796
0.254557527284169,0.100238978966848
0.255222676039367,0.100909786398378
0.255957444160985,0.101580153562556
0.257737865424249,0.102247020370738
0.258263502042057,0.102912806744283
0.259559685184627,0.103578505093633
0.263958194392573,0.1042340379905
0.265876109578797,0.104886206073695
0.270279901475966,0.105531625469434
0.271952650865137,0.106175841289083
0.276768689876458,0.106813240294072
0.277187770617893,0.107451154772153
0.284564071208442,0.108076445922167
0.286202196857684,0.108698866694196
0.288299359228596,0.109321863686355
0.288682152350142,0.109943889382267
0.288707709412784,0.110566127500485
0.288936668509661,0.111189107192621
0.289906696422224,0.111810499193724
0.292281330886064,0.112425653972355
0.29248830248331,0.113040474042213
0.29274596673708,0.113655709703098
0.29348639569123,0.114270563333385
0.295641914821799,0.114886247765169
0.297156199590546,0.115499622956795
0.298498296707177,0.116111103048533
0.299848959346121,0.11672195890033
0.301427472490088,0.117328419347829
0.304961356404335,0.1179257448435
0.305125324420833,0.118523588025746
0.305266116043721,0.119122316272759
0.306556235549318,0.119718051334978
0.308119175153649,0.120311066610304
0.311765990293091,0.120902423972644
0.315806969632295,0.121490447233253
0.317692284594305,0.12207554528365
0.318632113967315,0.122660163259666
0.319055385795641,0.123244282947979
0.320432574351598,0.123824473945818
0.321252039193568,0.124402461688939
0.323448728117744,0.124976206350771
0.323940777297394,0.125550184745948
0.325272700473364,0.126121383991298
0.325404533715847,0.126693173719662
0.329732090871104,0.127256403122639
0.329750209847843,0.127821229686156
0.330168720987608,0.128387734764147
0.33057771519328,0.128954854753089
0.331456156639409,0.12952008466831
0.335376475595302,0.130080956657524
0.335447348951791,0.130641239436272
0.336665524203571,0.131201044313747
0.337048353313899,0.13176041243233
0.338607197041492,0.132317528791112
0.340156382191623,0.132873313372068
0.340664132297767,0.133427776854382
0.343463198893382,0.13397796977435
0.343689317677642,0.134528213726858
0.343850738305948,0.135078799764023
0.348569250209061,0.135622891862371
0.348959647451623,0.136166804859964
0.350336509690974,0.136709153088042
0.352752221693702,0.137248849362047
0.353934626290149,0.137787094295787
