"time","Lambda0"
0.0115640681609783,0.0129481584278816
0.0187894915349732,0.0190862601071666
0.0202214247211523,0.0249093810792468
0.0305078623959002,0.0290863878776512
0.0368888643824204,0.0327477284610041
0.0377886452486461,0.0361908070790102
0.0486480395539326,0.0383542770670834
0.0518551152698426,0.0409327886697778
0.0528473819148031,0.0430079019485204
0.0529118558242817,0.0462353077824221
0.0540579654597453,0.0482556453437806
0.0540921671298103,0.050282226113791
0.0561404635090012,0.0522727798164278
0.0565127549838709,0.0548261041439151
0.058001449845649,0.056762803909889
0.0607047628607613,0.0591732197751007
0.0623958252186982,0.0610012697548252
0.0705246656382416,0.063095891921639
0.0753323794741938,0.0645696017162187
0.0758283348398819,0.0660312998403296
0.0782399115188106,0.0679384846218711
0.0798884380691462,0.0693447263721691
0.0814042055749175,0.0717212296148481
0.0874927901184902,0.0735448768463742
0.0891923696668591,0.075325723880258
0.0909203289936198,0.0765451092786551
0.0925144839830128,0.0787734355719714
0.0942459412162215,0.0801677851812077
0.0991747231786756,0.0821879327224772
0.104441844909219,0.0841158508324829
0.104744308264984,0.085643062889517
0.107516863925959,0.086675549592915
0.109301495344059,0.0884486164379465
0.110026102745679,0.0894710092925694
0.111381413530531,0.0912199948403794
0.1145627273676,0.0923836160156791
0.117273572287959,0.0933490521800855
0.119859969386996,0.0942932915117539
0.121647719678208,0.0959170479944666
0.123076529763343,0.0972024676465741
0.124761524115297,0.0988148048090262
0.125776206510493,0.0997283286008507
0.125882664047552,0.100986374227495
0.126525934671852,0.101895997413626
0.130728166607594,0.102798533150582
0.135658146548718,0.103975759263646
0.137889522271974,0.105150468624332
0.139512649140082,0.106005063331325
0.14542659117162,0.106841575996223
0.147266292310623,0.107813561878383
0.150179277765792,0.108623448228567
0.151259972874915,0.10999363988722
0.151496142197093,0.111083928814364
0.15276295785832,0.111892061964323
0.153139512769089,0.112973190395605
0.153497856898649,0.113776150947865
0.155899121429541,0.114706369589283
0.156249634615449,0.115774240666002
0.156907984023227,0.11670442803236
0.157816758001451,0.11763199385817
0.161281903522527,0.118681138065587
0.162449360705299,0.119462190190623
0.162984925912557,0.120241078935514
0.164268845088046,0.121549213223447
0.165806431983167,0.122454743971371
0.166020777204927,0.123357991679737
0.167967806969072,0.124253312150326
0.171688824918974,0.125264636948692
0.172428221572171,0.126000752253481
0.17400681705091,0.127254068399782
0.178487736752347,0.128100626816468
0.181564563309217,0.128937279598308
0.183250216519266,0.129770429449814
0.184601898630958,0.130598365922374
0.186183390904681,0.131420092762895
0.186756005496306,0.132242440204047
0.188242472537374,0.133057539427255
0.190056917290057,0.133872402459941
0.190093589565353,0.134687900120188
0.19375307883412,0.135370960982106
0.201874579530729,0.136280155572554
0.204173437186784,0.137179428808136
0.204924064038541,0.138070984244132
0.205170775611807,0.138725409287158
0.205840198895614,0.139613815094525
0.206103467826846,0.140505341004644
0.208562148269903,0.141380864414043
0.210874152926394,0.142136333145406
