"id","L","X","status","z1","z2","cgroup","tgroup"
1,0,0.566776841486581,1,0,-0.407039701138534,0,0
2,0,1.08475763618644,1,1,0.782358171474191,1,1
3,0,0.276206787737453,1,0,0.116887580799291,0,1
4,0,0.150220666971125,1,1,-0.284642638692251,1,0
5,0,0.0287649539949401,1,0,-0.62651679990031,0,0
6,0,0.529098333299633,1,1,0.245248720009701,1,1
7,0,0.879491329773106,1,1,-0.701793054095749,1,0
8,0,0.163813221688852,1,0,-0.665325311935076,0,0
9,0,0.662459130450606,1,0,-0.948021555795976,0,0
10,0,0.934617884144479,1,1,0.63848057020293,1,1
11,0,0.984886297956109,0,0,1.03669082610205,0,1
12,0,0.358104772169764,2,1,0.0577642081475291,1,1
13,0,0.13167159859678,1,1,1.11827749428438,1,1
14,0,0.180383054539561,0,0,-0.121413884134863,0,0
15,0,0.588525974108721,2,1,1.5203264445128,1,1
16,0,2.19121068588511,2,1,0.274656361328377,1,1
17,0,6,0,0,-0.106599852482752,0,0
18,0,0.220340968137903,1,1,-0.490402465077368,1,0
19,0,0.300812859018418,1,0,-0.388665934622258,0,0
20,0,0.128662014663559,1,1,1.29298500708829,1,1
21,0,0.527460139119175,1,1,-0.177834228969938,1,0
22,0,0.978843168456011,1,1,-0.197027877544007,1,0
23,0,0.283591870025765,2,1,-0.0967010305765506,1,0
24,0,0.170251131781573,2,0,0.622284663943981,0,1
25,0,1.22338645588127,1,0,1.33034014748015,0,1
26,0,3.49837712857465,2,0,0.0701652631544726,0,1
27,0,2.11334653342881,2,1,0.453407495810832,1,1
28,0,0.690175657343663,1,1,1.09022368582574,1,1
29,0,0.319626644450107,2,0,0.619152163187514,0,1
30,0,2.62430510483682,0,0,-0.786891319143855,0,0
31,0,0.410476528729002,0,0,-0.983265378829621,0,0
32,0,0.499466589979458,1,0,-2.26340569104003,0,0
33,0,0.219204424884563,1,1,-0.547230180076092,1,0
34,0,0.285032548199145,1,1,-1.18444482852737,1,0
35,0,1.41233726761997,1,0,-0.352201714083682,0,0
36,0,2.6292866261807,1,0,0.408069280050854,0,1
37,0,0.00724687931435924,1,1,-1.78867302935057,1,0
38,0,0.430456396148214,1,1,-0.586671374274356,1,0
39,0,0.00990730702747401,2,1,2.48234195055449,1,1
40,0,0.232136648296349,1,1,-1.50269964783224,1,0
41,0,1.62052447308169,1,0,-2.10745343227463,0,0
42,0,0.41864854093933,1,1,-0.0516537628400528,1,0
43,0,0.236204602634324,2,1,0.798488798737064,1,1
44,0,1.62568045140101,2,0,-0.320367172462318,0,0
45,0,0.178426646937927,0,0,0.627488951906291,0,1
46,0,0.575802843094718,2,0,-0.0734365430229119,0,0
47,0,0.458544546288751,0,1,0.154910247430176,1,1
48,0,1.60722335665684,1,0,0.470176532289161,0,1
49,0,0.265197259810408,2,1,-0.17990789124819,1,0
50,0,0.439042836939641,1,0,-0.761217109807782,0,0
51,0,0.429304949376663,1,1,0.0148130167490671,1,1
52,0,0.377523173148646,1,0,-0.28019662890608,0,0
53,0,0.220330246153141,1,0,-1.19287679199144,0,0
54,0,0.371463473190235,2,1,0.283278483287755,1,1
55,0,0.230239013417178,1,1,-0.295955912185367,1,0
56,0,0.411999444395071,2,0,1.34428019653994,0,1
57,0,0.0564351434927659,2,0,0.436564651171152,0,1
58,0,0.0353709270222514,2,0,1.94556734135453,0,1
59,0,0.0100813709099038,1,0,0.258114968321882,0,1
60,0,0.196644429260554,1,1,-0.392205968526063,1,0
61,0,2.78366748237885,2,1,0.0201491552336998,1,1
62,0,2.17152170836926,0,0,0.307321639997578,0,1
