"id","L","X","status","z1","z2","cgroup","tgroup"
1,0,3.47866762973193,1,1,-1.26041649389072,1,0
2,0,0.0195815804077564,1,1,-1.73326489722149,1,0
3,0,1.06141197974175,1,1,-0.121533503262312,1,0
4,0,0.973131415076424,2,1,0.509274711938511,1,1
5,0,1.54886448010125,1,0,1.79619888660722,0,1
6,0,3.6677998899062,2,0,-0.401366736938244,0,0
7,0,1.96665525520783,1,1,0.834418294415573,1,1
8,0,6,0,0,-1.98065078606945,0,0
9,0,3.32490765424146,1,1,2.31764798613708,1,1
10,0,0.204527776083057,1,1,0.547327098103585,1,1
11,0,0.0721661062959183,1,0,-0.960749600339184,0,0
12,0,0.820178716695164,1,0,-3.19003652291455,0,0
13,0,0.244636188406019,1,1,-1.85725338298423,1,0
14,0,0.930593710114091,1,1,-0.355794439814016,1,0
15,0,0.81854216148156,2,0,-0.0902504790958843,0,0
16,0,0.653748986151515,2,0,-0.66914383089895,0,0
17,0,1.06486906496914,2,1,-0.894085902901179,1,0
18,0,1.5062560164025,1,1,-1.32648509292825,1,0
19,0,0.333438914174113,1,0,-1.14205233604794,0,0
20,0,0.787525532729443,1,1,-1.59744082922221,1,0
21,0,0.00139111514714999,2,0,-0.384158422059793,0,0
22,0,0.475110036133538,1,1,0.741239961989445,1,1
23,0,0.01291692882021,2,1,0.0628694543171393,1,1
24,0,0.0408328947672895,1,0,0.447662642209738,0,1
25,0,0.978326986224001,1,0,-0.0266816690978631,0,0
26,0,0.822641327402128,1,0,-0.00646719264691284,0,0
27,0,0.823436117717012,1,1,-1.89087270544814,1,0
28,0,0.213732878230308,1,0,0.760742895577572,0,1
29,0,0.23892541509362,2,0,0.332449499487329,0,1
30,0,0.11572979701062,0,0,-0.391889802397096,0,0
31,0,0.467046784865302,1,1,1.1789129261941,1,1
32,0,1.94758681205856,1,1,-0.309995361660132,1,0
33,0,0.795223887839464,1,0,-1.11725035966031,0,0
34,0,0.297609652010203,1,1,-1.55894573912795,1,0
35,0,0.469620202862215,2,0,0.821011028686826,0,1
36,0,1.305271855667,2,0,0.162722944252368,0,1
37,0,0.158027035565104,1,0,-2.4844958537431,0,0
38,0,0.549038349226986,0,0,0.0851442467189274,0,1
39,0,0.481702104070264,1,1,0.317889008324856,1,1
40,0,0.125263556887564,2,1,1.31518482628535,1,1
41,0,1.48938445101649,2,0,0.499608816579727,0,1
42,0,0.865758488144941,2,1,2.08517372205064,1,1
43,0,0.493791696305076,0,1,0.532885861549418,1,1
44,0,0.176368805240299,2,1,1.40974645846007,1,1
45,0,1.26421549978356,0,0,0.679748383212296,0,1
46,0,0.0969757287860467,2,1,1.09052346160274,1,1
47,0,1.34602075762819,2,0,1.85196435867702,0,1
48,0,2.48413954794566,2,0,-0.0158612266439434,0,0
49,0,0.466221117181823,2,0,-0.105548679916152,0,0
50,0,4.13361900673429,2,1,0.123161586381042,1,1
51,0,0.19088905634159,1,1,0.0459401661026165,1,1
52,0,0.626843741577588,1,0,-0.778773001938907,0,0
53,0,0.503768629871772,1,1,-2.45009419790121,1,0
54,0,0.656954811595526,2,0,0.742557625916835,0,1
55,0,0.484028208863044,2,0,0.779340904500982,0,1
56,0,1.11011775009246,2,0,0.903542274873793,0,1
57,0,0.102699118921891,2,1,3.39829892206701,1,1
58,0,1.59782315117765,2,0,-0.138867689092824,0,0
59,0,0.614168893917794,1,0,-0.836733259425823,0,0
60,0,0.903335664244484,0,0,-0.206157093912234,0,0
61,0,0.0594992108303861,1,1,0.286322980666237,1,1
62,0,1.54512433645626,0,0,-0.574730287061726,0,0
63,0,0.535846216398108,2,1,0.256761759689672,1,1
64,0,0.658488598061444,2,1,-1.07220560043125,1,0
65,0,0.0343333911133546,0,0,-0.603578944391115,0,0
66,0,1.04962703960351,1,1,-1.27581808115891,1,0
67,0,2.46370994454298,1,1,0.388324323343009,1,1
68,0,0.681043444907762,1,0,0.580943191010827,0,1
69,0,0.166842750709339,1,1,-0.957768537714248,1,0
70,0,2.10505564697087,0,0,0.31062955284386,0,1
71,0,0.187577783295903,1,1,-0.167610218542505,1,0
72,0,1.3285037305707,2,1,1.5431144022118,1,1
73,0,1.24424227548961,1,0,-0.910422557384483,0,0
74,0,0.712436976085541,2,0,-0.568377372957477,0,0
75,0,3.44424832301835,0,0,-0.250635788422743,0,0
76,0,0.774088281517228,0,0,-1.02215032692133,0,0
77,0,1.43976513424246,1,1,0.27729218859941,1,1
78,0,0.428911406084902,1,0,1.086286862533,0,1
79,0,0.304435418701486,1,1,-1.27101541956649,1,0
80,0,4.93727096968347,1,1,0.213157736156714,1,1
81,0,0.677043387539262,2,0,1.14307180505015,0,1
82,0,0.0775272309600732,1,1,0.0137750143659199,1,1
83,0,0.327987834169996,0,0,-2.09509565073049,0,0
84,0,0.847026135622444,2,0,1.13423582657074,0,1
85,0,0.468828174716072,1,1,-1.25251376335532,1,0
86,0,1.29232198236327,1,1,0.845983802937575,1,1
87,0,0.882217578823191,1,1,-0.304895759848855,1,0
88,0,3.76533083432432,2,0,-0.281037207359029,0,0
89,0,0.893946208125427,1,1,-1.36135980543652,1,0
90,0,0.74253289261759,2,1,1.07336475247425,1,1
91,0,0.173744717670678,1,0,-0.549925358481642,0,0
92,0,0.489663890110435,1,0,1.50690184223281,0,1
93,0,0.462200009209808,1,0,-0.668066968989172,0,0
94,0,5.2132309335383,2,0,0.835666500207189,0,1
95,0,4.21521388133893,2,0,-0.496301158084541,0,0
96,0,1.09214125827989,1,0,-0.840597037243969,0,0
97,0,0.0715539696452396,2,1,2.42333910769793,1,1
98,0,0.172478071875554,1,0,0.436714532846591,0,1
99,0,2.86268393757577,2,0,-0.24854376049864,0,0
100,0,0.215577968784879,1,1,-0.877061448887497,1,0
101,0,0.972920376541289,2,0,1.09797030255087,0,1
102,0,0.73398428644748,1,1,-2.44749730984964,1,0
103,0,0.899510560461707,1,1,-0.305641120707979,1,0
104,0,0.0613461816198081,2,1,1.76513320617914,1,1
105,0,0.00466571060247192,0,0,-0.31728670779516,0,0
106,0,0.714829238926262,1,1,0.000913207623300465,1,1
107,0,0.562562681720263,1,1,1.01092669064483,1,1
108,0,1.62211177415694,1,0,-0.308086669193609,0,0
109,0,0.381434503942728,0,0,1.21392306915198,0,1
110,0,0.125145939678606,1,0,-0.649316353738576,0,0
111,0,1.52832809159106,1,1,1.9073924002922,1,1
112,0,0.921884317264426,1,0,-1.47979359793894,0,0
113,0,0.153292307360697,2,1,2.25780068109056,1,1
114,0,3.13432810948703,1,1,0.841388273961204,1,1
115,0,0.412268091442537,1,0,-1.08263994630887,0,0
116,0,0.581422729490417,1,1,0.490132896012327,1,1
117,0,0.766527489460844,1,1,-0.290201833366645,1,0
118,0,0.359563535351119,1,1,-0.582802295235279,1,0
119,0,0.150016155483162,2,0,2.38525371095368,0,1
120,0,1.56122373173633,2,0,1.81027765999708,0,1
121,0,0.459791909470426,2,0,0.11590400853348,0,1
122,0,0.203053236724754,1,0,-0.224750239549771,0,0
123,0,0.518682414756623,1,0,0.913486462658214,0,1
124,0,0.413854710473357,1,1,-0.163199817203974,1,0
125,0,0.875805012852621,1,1,-1.07696932800023,1,0
126,0,0.100777725676042,2,0,0.746912743279968,0,1
127,0,0.653860968808408,1,0,-0.337904995256584,0,0
128,0,0.266572503265422,1,1,-0.807634708057055,1,0
129,0,0.698246348858955,1,0,0.111907087957412,0,1
130,0,2.27094761470295,2,0,-0.313899933238374,0,0
131,0,0.459763028187446,2,0,0.137634680949173,0,1
132,0,1.75402935488362,1,1,-0.42000131930408,1,0
133,0,0.305720805561642,1,1,-0.68266708735428,1,0
134,0,1.54877860264714,2,0,1.09742489782596,0,1
135,0,0.464691718192715,1,1,1.16792445696509,1,1
136,0,0.858206072201331,0,1,0.438432605883933,1,1
137,0,1.1399169077906,2,0,0.840944026378531,0,1
138,0,2.35260279159278,1,1,0.681879620301075,1,1
139,0,0.478758787937896,1,1,-0.276107580114929,1,0
140,0,0.0865837722866567,2,0,0.89295052085183,0,1
141,0,0.0624465024229122,2,1,2.53376770241445,1,1
142,0,5.32938915008533,0,1,-1.1054317401322,1,0
143,0,1.30992530805303,1,0,-1.73462658266486,0,0
144,0,0.242947678523964,1,1,0.184266952905342,1,1
145,0,0.521846147351284,1,1,1.41951585550285,1,1
146,0,1.17570667025696,1,1,-1.25908733713686,1,0
147,0,0.115640559332748,1,1,-0.768740207642355,1,0
148,0,2.64317875046919,1,0,-0.91985488951457,0,0
149,0,2.10145137877939,1,0,0.285176868868585,0,1
150,0,0.0686291915029827,1,1,-0.590223727864145,1,0
151,0,0.754190608859062,0,0,-0.00295225047165454,0,0
152,0,1.08377124505325,1,1,0.536844364720795,1,1
153,0,0.00809645874873106,1,0,-0.242726360268336,0,0
154,0,0.257495907652746,2,0,-1.42364911486188,0,0
155,0,1.41901568734146,1,0,-0.516202023021304,0,0
156,0,0.373320618023076,2,0,-0.618154269364785,0,0
