y,treat,x1,x2
1,1,1.455753755322042,-.1708903022316814
1,0,-.6810144442350381,-.2466505821232668
1,1,1.994539584588034,2.598343426480911
0,0,-1.72381126164955,-.59443303176079
1,1,.9754627224374123,.2798575048218113
0,1,.0858579590358458,.5156313999281052
0,0,.6795711395568126,.0651031937927256
1,0,1.288528395716418,.1052185849179055
0,0,-.6177042071585253,-.708194389809236
1,1,1.484459801032186,-.7585972008806458
0,0,1.121275202230908,-.7269178001056562
0,1,-.9412790490043748,-1.709147710163739
0,1,.6685357986379536,-.8337000965757555
0,0,-.0302153823586391,-.6086297290246931
0,0,-2.183543370257508,.8024801557159275
0,1,.116171767660011,.4106773488244148
0,0,1.085707500814546,-1.204658674755376
0,1,.0310407941964434,.251995275259027
1,1,-.111796042183118,-.6046077803653197
0,0,.79818205094953,.0113411930824785
1,1,3.440834180759213,1.141482873369378
0,0,-.7173616860288762,.4445082173592168
0,1,-1.357189571058158,.6247815970935907
1,1,-.7623378020537946,-.6668523530150587
0,1,.1749504492750099,.6974308779965576
0,1,-.4723891649932508,-.4299705210704817
0,0,-.4988900128430636,.2944281647185675
0,1,.3320503692022004,1.840567834894235
0,0,-1.609337781513276,-.5798669259505247
0,0,.0270394149866991,-.6717259027117346
0,0,-.6528515568916369,.1074311273434752
0,0,-.3779685416880281,1.359563538835517
0,1,1.32776939569385,-1.482394588214824
0,1,.0510110757480527,-.3762851250420035
1,1,.9921026655394751,-.7951592597138059
0,1,1.325899833025471,1.776660167519314
0,0,-1.852518469218663,-.435561269338255
0,1,-1.455720399450465,1.451576164527265
1,1,-.9726315244025695,-.219699754547294
0,0,-.2679056451922667,-.2359456340508741
0,1,-.765791089923768,-.8648537454386325
1,1,.4762752569777088,1.310614773795156
0,1,-.3811145594775914,-.1536013844750613
0,1,-1.396542977058588,-2.075306020616046
1,1,1.134832088471353,-.787202736585643
1,1,1.147563565294354,-1.270577538676317
0,0,-.7700183988960603,.7242319390410035
0,1,-.5146016331400024,-.4719302383177615
1,1,2.225475376268691,.1900541903254896
0,1,.0951029689215891,-.1502528448049369
0,1,.5804988900275262,.5665358656477251
0,1,-1.409067587961713,-.2389090179604892
0,0,.513684768828194,-.9142169871425946
0,1,.195634319904978,.5739094764714778
1,1,.4170810876274309,-.2369597496069505
0,0,.7346907862667134,-.7972490331358004
1,0,.7530242170433317,1.244042411079086
1,1,1.969344177932915,1.187984898751496
0,0,-.1289779779343835,.7754097646327344
0,1,-.033153685254623,-1.289246181221257
1,0,.0125697954044953,.0953662856696867
0,0,.0634987352129773,-1.962758501480508
0,0,-2.051430138844502,.6809293128682758
0,1,1.641559148837208,-.2900592547481271
0,0,-.2687337115038298,-1.43645899817687
0,0,-.8569227166718393,-1.214584046447028
0,1,-.5756614713070662,.0881980272224763
1,1,.2178936251579013,.2840904559304724
0,1,-.141594057202395,-1.005239056539169
1,1,1.042771051403303,-.6963238212551077
1,1,.1606614296817702,-.5455083495494722
0,1,1.151642543506132,-2.023935280564937
0,0,.37763860961459,-.0100501721320395
1,0,-.7565250404089823,.2832344421752301
1,1,.8411331316925323,.1243888204351082
1,0,1.267126317246256,-2.50720588227606
0,0,.0920301862097087,-.8270918232396662
0,0,-.9150950341143791,-.2036841057630691
0,1,1.661455392283371,-.1923114625448495
0,0,.9869402613834598,.9617135642951233
0,1,-1.36424815681951,.1431395742583261
0,1,.4867865978962707,-.447424823624627
0,1,-.7066175402649972,-1.100306754913215
1,1,1.07786946856375,.9146923049829028
0,0,.9079248736719686,-.6439267584714351
0,0,-.2392457133111637,-.0687056292220551
0,1,-.5077879629275779,-.8279009365580746
0,1,1.485366296164978,-1.220724465145014
1,1,1.311143450430067,1.169230438440342
1,1,1.345001971407402,-.5583824106850955
0,1,.6488171770856607,.2365502877931998
0,0,-.1189903947055693,-.9916806353841796
0,0,-1.433704927157734,-1.427206217981941
0,0,.0919513640114474,3.019172427992247
0,0,-1.010876440289007,.0148781119872799
0,0,-.9271030533611205,.087907876532142
1,1,-.0668717825841898,.2336331409517351
0,0,-.2988438438945165,-3.016794567420041
0,0,-.7876968544477259,-.148764530591156
0,0,.8728327821917196,-1.352271146355303
1,1,-.3921794041556198,.8495415654288936
0,0,.9118231939893539,-.1168653731192289
0,0,-.5401606358814243,-.1514807230449176
1,1,.0827183535925591,.995727398051379
0,0,-.8163203377613357,.8837096125548525
0,1,.6251799780508109,-.8432454711354715
0,0,-.7472100813830558,.9928797191848259
0,1,.0519469976731391,.7712595957326287
0,0,-.2621688433219417,-1.157175938218395
1,1,2.213826433702889,.1013792657022415
0,0,-3.077031219430858,-1.928892772736407
0,1,-1.234492533057093,.7182573311634155
1,1,1.429061724273879,-.0222942744064854
0,1,-.5239774928929269,.9592766632841357
0,0,-1.516215674967745,-1.012300836072525
0,0,-1.163411351654389,-1.060384469009672
1,1,1.850296773213899,1.425342832050724
0,0,-1.12821075720282,-.5358749179254096
1,1,.5703103112962481,-.195960302350062
1,1,1.257131889630665,-.5058257103786618
