id,ps_stata,sw_stata
1,.5144983500958611,1.185028585272432
2,.4781162252201969,1.102416593763778
3,.4535907234258165,.9362331386746707
4,.376307534351239,.9224631770000221
5,.4265809830423642,1.003338424989555
6,.734710307407327,.5780055926603863
7,.75290786021219,.5640353741917159
8,.3901053061080255,.9433322491492887
9,.4036815017603693,.9648087977008144
10,.6084861810352963,1.469509645546385
11,.3637518776854808,1.167462472960362
12,.5345659531255069,.7944139805083363
13,.414411365311079,.9824871919499675
14,.3359336802189048,1.264138404907602
15,.6255090648525772,.6789136889115333
16,.6444934289130291,.6589154328274357
17,.4360866947588961,.9738124821750334
18,.4667227961159126,1.078863542530851
19,.5396403257374313,.7869439076598838
20,.3064542852668705,.8295535840124348
21,.4938599506716819,.8598929030165176
22,.6828209578549612,1.813907153015004
23,.2399793995368893,1.76959633821147
24,.5739550250109637,1.350405161680733
25,.5542484867716522,.7662026632498997
26,.4412476005407718,.9624226084090105
27,.2480792660401956,.7651515742935864
28,.3757964659906844,.9217079077363042
29,.5825417146601611,.7289892826205684
30,.373449073920209,1.137147462192933
31,.3492780230836667,1.215841360178969
32,.6372204466538121,1.585903417176085
33,.549080077995113,.7734148144971421
34,.5692590140043473,1.335682816445844
35,.3888024991524431,1.092242636280385
36,.4134256476583269,.9808361566381749
37,.2937710876878113,1.445569984470212
38,.5632937734671133,.75389909611962
39,.4746790909276887,.8946395044212285
40,.243880359526278,.7609025113709214
41,.3805394357604729,.9287650684263233
42,.4113488955112181,.9773757815896489
43,.462933487619121,1.071251549054535
44,.3164475546171467,1.341981192366769
45,.4191633652910461,1.013129251817604
46,.2258378625436661,.7431690410793108
47,.3529014595695682,.8890969417897893
48,.2165723207513683,.7343796352525134
49,.290191963423381,.8105477871286821
50,.5030129222462787,.8442460379949183
51,.5828859826970783,.72855872207063
52,.1949320526471294,.7146394726371562
53,.2631502230943439,.7808013944842344
54,.5093871359290852,1.172682934889723
55,.5017209604567708,.8464200225560573
