"id","r_ps","r_sw"
1,0.514498353107826,1.18502859262414
2,0.478116227203376,1.102416597953
3,0.453590724605846,0.936233136239033
4,0.376307533230827,0.922463175342893
5,0.426580983405546,1.00333842562503
6,0.734710315399781,0.578005586372625
7,0.752907868327035,0.564035368112539
8,0.390105305444622,0.943332248123193
9,0.40368150143919,0.964808797181164
10,0.60848618663406,1.46950966656081
11,0.363751876263867,1.16746247752304
12,0.534565956723931,0.794413975160748
13,0.414411365367664,0.982487192044905
14,0.335933678032971,1.2641384131334
15,0.62550907091847,0.678913682327747
16,0.644493435351901,0.65891542624448
17,0.436086695408813,0.973812480723724
18,0.466722797694129,1.07886354572371
19,0.539640329541775,0.786943902112105
20,0.306454282273832,0.829553580432446
21,0.493859953129172,0.859892898737616
22,0.682820965105625,1.81390719448064
23,0.2399793951369,1.76959637065678
24,0.573955029713231,1.35040517658518
25,0.554248490990256,0.766202657418029
26,0.441247601346779,0.962422606650996
27,0.248079261784934,0.765151569963449
28,0.375796464855609,0.921707906060236
29,0.582541719651047,0.728989276375004
30,0.373449072717924,1.13714746585388
31,0.349278021259017,1.2158413665306
32,0.637220452987654,1.58590344486469
33,0.549080082068225,0.7734148087599
34,0.569259018638096,1.33568283081462
35,0.388802498393688,1.09224263841192
36,0.413425647627008,0.980836156585805
37,0.293771084391771,1.44557000068916
38,0.563293777937264,0.753899090136876
39,0.474679092806901,0.894639500879431
40,0.243880355194927,0.760902507012172
41,0.380539434761885,0.928765066929128
42,0.411348895417934,0.977375781434763
43,0.462933489082474,1.07125155197339
44,0.316447551872276,1.34198120400713
45,0.419163365431397,1.01312925147837
46,0.225837857912277,0.743169036633337
47,0.352901457789776,0.889096939344401
48,0.216572315984111,0.73437963078372
49,0.290191960044429,0.810547783270171
50,0.503012924977567,0.844246033410783
51,0.582885987697081,0.728558715821044
52,0.194932047616224,0.714639468171343
53,0.263150219130093,0.780801390283523
54,0.509387138789751,1.1726829417274
55,0.501720963089294,0.846420018114903
56,0.347033870064899,1.22370380328367
57,0.427358471984191,0.993701294126623
58,0.393795237528104,1.07839462288154
59,0.388980650659699,0.941595931380084
60,0.295723320463854,0.816913792619489
61,0.534724689554121,0.794178153660296
62,0.559723722383767,1.30675524115978
63,0.244765174193853,1.73499627986427
64,0.492487481422904,1.13363377704728
65,0.237873057845678,1.78526593348866
66,0.303289083999585,1.40020425749068
67,0.474271607539868,0.895408158353583
68,0.322587163395894,0.849309759492453
69,0.590900432753544,0.718677196914136
70,0.553089487775333,1.28735690388976
71,0.522641625658576,1.20524403521165
72,0.433620998542853,0.979349865651625
73,0.31310748831215,0.837588594348786
74,0.395852847754315,0.952306621316931
75,0.659714828504304,0.643712477449483
76,0.196184052909616,0.715752574225354
77,0.396772498768307,0.953758461208409
78,0.764661798480286,0.555365349113377
79,0.298510462220385,1.42261903823372
80,0.344349281518178,1.23324394578198
81,0.405299203578126,1.04778559374792
82,0.226093621355673,0.743414641886219
83,0.42313058892974,1.00363026870927
84,0.449071075051424,1.04429683626982
85,0.418365779752657,1.01506071294295
86,0.370062769638598,1.14755306804139
87,0.449732131771728,1.04555138788272
88,0.406135983573122,1.04562679457879
89,0.377490153945312,0.924215636073312
90,0.587522610699476,1.39482393037102
91,0.469995788230076,1.08552596480702
92,0.598588740711523,1.43327652132414
93,0.59275049717699,0.716434096114921
94,0.205207929228387,0.723879055278922
95,0.578082928166087,1.36361709857479
96,0.359348071192718,1.18176971218226
97,0.273967966292385,0.792435191041487
98,0.536120636858508,0.79211027793124
99,0.651478686925091,0.651850436843986
100,0.511657593145682,0.829982145004058
101,0.145868229586051,0.673588494494827
102,0.351599998407834,0.88731235644754
103,0.511295345167,1.17726182397411
104,0.172524085297632,0.695287105172449
105,0.604172712053277,1.45349588280728
106,0.185282944626706,0.706175634275536
107,0.386274517527791,0.937444101254808
108,0.453034789914949,1.05186458430121
109,0.231597645075015,0.748739679994214
110,0.31921239156113,0.845099596704828
111,0.594657254026177,1.41937493404776
112,0.844346848118637,0.502952865416509
113,0.326644728753859,1.30008730980218
114,0.446227686371676,1.0389348098025
115,0.336192283136084,1.26316601530907
116,0.269453325759892,1.57603052576566
117,0.758447513792846,0.559915694815838
118,0.395993820764422,0.952528886478392
119,0.238330124740787,1.78184217009303
120,0.304354349725728,0.827049422513454
121,0.292257018901643,0.812912806906916
122,0.273727372293386,0.792172679218396
123,0.450469884173717,1.04695505626339
124,0.44998979160189,1.04604119077894
125,0.519497231477575,1.19735695821799
126,0.534178572739528,1.23509417915124
127,0.456426721916601,0.93041587241744
128,0.762303160133571,0.557083702227151
129,0.28203405477392,0.801337914644638
130,0.783451153402946,0.542046131175011
131,0.269869164941114,0.787986626105076
132,0.511676258177338,1.17818013759869
133,0.400612664987151,1.06004303853022
134,0.554927717031689,1.29267392140502
135,0.380445432091381,1.11623541997125
136,0.427279670225039,1.00456244247415
137,0.331007697664831,1.28295103002913
138,0.528164595174719,0.804042282550547
139,0.688578228862677,1.84744095196748
140,0.407049041548951,0.970288225583212
141,0.585067225314871,0.725842515683766
142,0.515965378720246,1.18862021029031
143,0.431171457778606,0.98491367878233
144,0.579227838651214,0.73315997320768
145,0.259161503811016,0.776597512538777
146,0.521347020710701,1.20198423122234
147,0.293011012287139,0.813779766491923
148,0.391736846542594,0.945862543313864
149,0.307230006883723,0.830482467557984
150,0.323422677092865,1.31303924166311
151,0.535434202728626,1.23843239582542
152,0.572228815145576,1.34495579343224
153,0.52903122088221,0.80272515100053
154,0.543149068986102,0.781860249635323
155,0.383476513322147,0.933189644458684
156,0.528870423715705,0.802969210649122
157,0.187045030168586,0.707706274866174
158,0.55991431018321,1.30732115732472
159,0.269555691050244,0.787648457636087
160,0.538853765578629,1.24761581118675
161,0.38813511026026,1.09412072095696
162,0.348190417853825,0.882670873660629
163,0.459431867816089,0.924330018040153
164,0.295252754961729,0.816368332595738
165,0.408416595076198,0.972531224751712
166,0.502866543402751,1.15730157706814
167,0.420775131892098,1.00924849041594
168,0.188789176308799,2.24942274218118
169,0.478879730009832,1.10403176860533
170,0.514843818150359,1.18587241564128
171,0.440323857470685,1.02797544796757
172,0.52297345790395,1.20608243475368
173,0.22142502335785,0.73895687710725
174,0.403157413962187,1.05335199591913
175,0.423120150608305,1.00365502814304
176,0.248124876834369,0.76519799047347
177,0.149458591146995,2.84136671841767
178,0.309310425097012,1.37294650360871
179,0.358348332437194,1.18506667459125
180,0.209691736398116,0.727985976903762
181,0.498918526343351,0.851174378668823
182,0.413935502556924,0.981689448590452
183,0.459101081975269,0.92499600488753
184,0.7592042883109,0.559357571084691
185,0.248866080926419,0.765953072712954
186,0.44866169729543,0.946518655875
187,0.436130758473039,1.02033111750399
188,0.590945556347069,0.718622319950664
189,0.525803985737276,0.807652049406215
190,0.342163194559572,0.874583678771428
191,0.269676310481256,1.57472736818752
192,0.312698838565675,0.837090587963904
193,0.296585528380841,1.4318522855281
194,0.27074002964904,0.788927620772125
195,0.722939321772776,0.587416749756132
196,0.590780704783691,1.4059291437595
197,0.497068434080089,0.854342455787976
198,0.247209945944869,1.71783811142199
199,0.426028959617191,1.00237345241254
200,0.448218804623475,1.04268383582869
201,0.688542054661434,1.84722638142342
202,0.375867486035432,0.921812788887962
203,0.360238655472486,0.899293679205075
204,0.558107218528223,1.30197495287684
205,0.790654183908471,0.537107973763442
206,0.497375989411326,0.853814168169406
207,0.345988648011763,0.879699307335083
208,0.478049588667038,1.10227585004491
209,0.712803030662793,0.595770007138991
210,0.533320714031513,1.23282380562351
211,0.591466827491389,1.4082903716251
212,0.601942651151679,0.705493564634711
213,0.54267457188285,0.782543882963328
214,0.458225151827447,0.926764200902229
215,0.337257925610707,0.868110469466564
216,0.62529099393786,0.679150460799487
217,0.475960699664462,1.09788203473471
218,0.228340848318242,1.85979280446048
219,0.404019666300986,1.05110394886149
220,0.412262738882249,1.03008743360617
221,0.581730436472685,1.37550848424514
222,0.315364576487479,0.840349934541199
223,0.618612529623188,0.68648248512739
224,0.299211858559814,0.820980406647533
225,0.259982113529449,1.63344570478909
226,0.193192498357621,0.7130986414506
227,0.462117606840641,1.06962663335009
228,0.582135629856101,0.729497809250467
229,0.485498441883854,1.11823438482854
230,0.482524746220009,0.880093031483692
231,0.206731971417289,0.725269786003162
232,0.339959927850558,0.871664248292898
233,0.259192744511305,1.63842034802075
234,0.482560333254561,0.880028127887267
235,0.387125897827331,1.09697302363398
236,0.512033635652699,0.829372598003911
237,0.480748268077556,1.10800464969709
238,0.432013160901236,0.982994744374817
239,0.545046085921896,0.779139007939818
240,0.589079938650117,0.720898198705926
241,0.39361512834997,0.948792359822232
242,0.734355986334128,0.578284475880129
243,0.473859979081076,1.09349851837633
244,0.400558515227293,1.06018634112845
245,0.540728241258402,1.25270784101714
246,0.580835543218622,1.3725718486513
247,0.456601230189638,1.05876819252667
248,0.384356774951792,0.934523941668134
249,0.148773416200534,2.85445261332342
250,0.566170501507798,0.7500685138765
251,0.49779102883924,1.14560544787474
252,0.61595686654854,0.689442215404219
253,0.438701404761128,1.02500404991837
254,0.315209681090605,0.840159852507284
255,0.467784122210496,1.08101497407953
256,0.514077217965133,1.18400156280808
257,0.566831544933186,0.749193778050449
258,0.464033873444915,1.07345092316054
259,0.491564793421195,0.86390781510423
260,0.441824662575524,1.03073943751802
261,0.118044946037574,0.652338609261878
262,0.484320507413809,0.876829826872945
263,0.568384509199544,0.747146799029982
264,0.409784644509363,0.974785437181768
265,0.364465351863766,0.905274535417626
266,0.505694151726231,0.839769780245688
267,0.520605082150731,1.2001239727665
268,0.206162151368126,0.724749184389333
269,0.436320985056855,0.973289576276811
270,0.34894097324192,1.21701576837251
271,0.27527844346185,1.54268042686575
272,0.524708525763717,0.809338224585852
273,0.32236878911409,0.849036059866788
274,0.420239846924632,0.992364394623272
275,0.293036804815063,0.813809456067695
276,0.329154223554641,1.29017535330568
277,0.494055231211211,1.13714652038138
278,0.520521381467125,1.1999144718773
279,0.339402705107606,0.870928987723224
280,0.5791466135766,1.36706357105208
281,0.511413228625355,1.17754586706191
282,0.652323483507668,0.651006252884157
283,0.756201183816358,0.561578949828511
284,0.500804058967749,1.15252005483787
285,0.361176433188545,0.900613820815943
286,0.486041925988682,0.873724351665407
287,0.704757720070721,0.602571145476848
288,0.517942215954312,0.819911282736851
289,0.617303333137721,0.687938398952275
290,0.313678387360871,1.35382826416443
291,0.528341539462206,0.803773004672188
292,0.477506499185604,1.10113012398542
293,0.309147386833627,0.832787373701053
294,0.188804579519485,0.709241347778482
295,0.358516288322241,0.896879098969771
296,0.712589909872828,2.00178543863496
297,0.579381512893212,0.732965511008527
298,0.147026526992572,0.674503195632583
299,0.351483503757979,1.20821222653761
300,0.575816720474653,1.35633194683468
301,0.752109600005815,0.564634019647381
302,0.34706698904773,1.22358703094135
303,0.551732399584171,1.28345955139214
304,0.262157191993418,0.779750547257759
305,0.445091800343203,1.03680813094701
306,0.323235657209191,1.31379894883265
307,0.564206220934779,0.752679872907245
308,0.295199305500252,1.43857610351425
309,0.377534737701115,1.12484130401496
