id,py_ps,py_sw
1,0.5144983531078258,1.1850285926241355
2,0.4781162272033757,1.1024165979530043
3,0.4535907246058456,0.9362331362390338
4,0.37630753323082683,0.9224631753428929
5,0.4265809834055457,1.0033384256250308
6,0.7347103153997807,0.5780055863726252
7,0.7529078683270346,0.56403536811254
8,0.39010530544462196,0.9433322481231936
9,0.4036815014391893,0.9648087971811635
10,0.6084861866340595,1.469509666560807
11,0.36375187626386696,1.1674624775230353
12,0.534565956723931,0.7944139751607485
13,0.41441136536766454,0.9824871920449053
14,0.3359336780329717,1.2641384131333981
15,0.6255090709184701,0.6789136823277475
16,0.6444934353519,0.6589154262444805
17,0.43608669540881223,0.9738124807237245
18,0.466722797694129,1.0788635457237121
19,0.5396403295417752,0.7869439021121047
20,0.30645428227383203,0.8295535804324462
21,0.4938599531291719,0.8598928987376158
22,0.682820965105625,1.8139071944806413
23,0.23997939513689964,1.769596370656779
24,0.5739550297132306,1.3504051765851817
25,0.5542484909902559,0.7662026574180293
26,0.441247601346779,0.9624226066509963
27,0.2480792617849344,0.7651515699634492
28,0.375796464855609,0.9217079060602356
29,0.5825417196510466,0.7289892763750037
30,0.3734490727179236,1.137147465853876
31,0.34927802125901686,1.2158413665305992
32,0.6372204529876535,1.5859034448646934
33,0.5490800820682252,0.7734148087599001
34,0.5692590186380959,1.3356828308146147
35,0.38880249839368813,1.0922426384119162
36,0.4134256476270075,0.9808361565858044
37,0.2937710843917712,1.4455700006891556
38,0.5632937779372635,0.7538990901368764
39,0.47467909280690107,0.8946395008794302
40,0.24388035519492676,0.760902507012172
41,0.38053943476188473,0.9287650669291274
42,0.41134889541793335,0.9773757814347622
43,0.4629334890824737,1.0712515519733892
44,0.3164475518722755,1.3419812040071353
45,0.41916336543139693,1.0131292514783725
46,0.22583785791227753,0.743169036633337
47,0.35290145778977633,0.8890969393444006
48,0.21657231598411117,0.7343796307837199
49,0.2901919600444287,0.810547783270171
50,0.503012924977567,0.844246033410783
51,0.5828859876970813,0.7285587158210445
52,0.19493204761622449,0.7146394681713428
53,0.2631502191300926,0.7808013902835234
54,0.5093871387897501,1.1726829417274014
55,0.5017209630892934,0.8464200181149039
56,0.34703387006489894,1.223703803283667
57,0.42735847198419136,0.993701294126622
58,0.39379523752810425,1.0783946228815406
59,0.3889806506596989,0.9415959313800832
60,0.29572332046385474,0.8169137926194895
61,0.5347246895541208,0.7941781536602962
62,0.5597237223837668,1.306755241159785
63,0.2447651741938538,1.7349962798642713
64,0.4924874814229035,1.1336337770472829
65,0.2378730578456779,1.7852659334886622
66,0.30328908399958454,1.40020425749068
67,0.474271607539868,0.8954081583535833
68,0.3225871633958944,0.8493097594924529
69,0.5909004327535439,0.7186771969141358
70,0.553089487775333,1.287356903889758
