id,period,V,L,treatment,outcome,lag_treatment
1,0,1,1.347620554069346,0,0,
1,1,1,.4855882723474781,0,0,0
1,2,1,.3349658148370682,0,0,0
1,3,1,-.1287418262769892,0,0,0
1,4,1,-.1480215846176701,1,0,0
1,5,1,.4346008457849744,1,0,1
1,6,1,1.290004004272961,1,0,1
1,7,1,1.39401365931916,0,0,1
2,0,1,-.5519869484583646,1,0,
2,1,1,.3348952517369129,0,0,1
2,2,1,.4115850475082652,0,0,0
2,3,1,.4056700849415168,0,0,0
2,4,1,-.4063903572183014,0,0,0
2,5,1,-.8971245428310713,0,0,0
2,6,1,-.9248154920035155,0,0,0
2,7,1,-1.022807122267794,0,0,0
3,0,1,.810699330531899,0,0,
3,1,1,-.0896356013168633,1,0,0
3,2,1,1.51138741869481,0,0,1
3,3,1,-.2689144625270377,1,0,0
3,4,1,.2492090126066168,0,0,1
3,5,1,-.6675077193152976,0,0,0
3,6,1,-.7968049813555287,0,0,0
3,7,1,.8530922842927309,0,0,0
4,0,1,-.5470141539284115,1,0,
4,1,1,1.733090074431082,1,0,1
4,2,1,1.549774540850887,1,0,1
4,3,1,1.723265716521501,1,0,1
4,4,1,1.234845118847441,0,0,1
4,5,1,.7720700598603023,0,0,0
4,6,1,.5776039126086213,1,0,0
4,7,1,1.292306048938841,1,0,1
5,0,0,-.226310470128471,0,0,
5,1,0,-.0950826078006913,1,0,0
5,2,0,.7320535474599849,1,0,1
5,3,0,1.158918741350564,0,0,1
5,4,0,1.397260500524077,1,0,0
5,5,0,1.052082791576379,1,0,1
5,6,0,1.741180971928064,1,0,1
5,7,0,2.52685271881854,0,0,1
6,0,0,-.2935275737310212,1,0,
6,1,0,.2148612085540148,0,0,1
6,2,0,.1216127528593482,0,0,0
6,3,0,-.7701627269848204,0,0,0
6,4,0,-.6590848129681515,0,0,0
6,5,0,-.5864737235906164,0,0,0
6,6,0,-.5442936086057375,1,0,0
6,7,0,.7730563929099412,0,0,1
7,0,0,1.712522594496649,1,0,
7,1,0,1.340434766306472,1,0,1
7,2,0,1.762227846183558,1,0,1
7,3,0,1.67847519704686,0,0,1
7,4,0,.8078610871269863,1,0,0
7,5,0,1.326621718038986,1,0,1
7,6,0,1.152768283470919,1,0,1
7,7,0,1.035728405100621,1,0,1
8,0,0,1.083846333011099,1,0,
8,1,0,2.084985170420307,1,0,1
8,2,0,2.687475875092878,1,0,1
8,3,0,1.852021710921273,0,0,1
8,4,0,.2575039479356145,0,0,0
8,5,0,.2870674185163596,0,0,0
8,6,0,-.1513712116470294,0,0,0
8,7,0,-.044579500727912,1,0,0
9,0,1,.5723994714595281,0,0,
9,1,1,.0920718204635523,1,1,0
9,2,1,.9002083599402635,0,0,1
9,3,1,.4731520741188021,0,0,0
9,4,1,.2977233104192175,0,0,0
9,5,1,.0879797527770346,0,0,0
9,6,1,.4194224515275247,0,1,0
9,7,1,.0757058709792296,0,0,0
10,0,0,.9936419475112004,1,0,
10,1,0,1.342992436187956,1,1,1
10,2,0,1.377378302020949,1,0,1
10,3,0,1.88661945891844,1,0,1
10,4,0,2.403918156955321,1,0,1
10,5,0,2.136266961821673,1,0,1
10,6,0,2.132412909734904,0,1,1
10,7,0,.9392987523580476,1,0,0
11,0,0,-.5847789572428698,1,0,
11,1,0,-.2619815627198647,0,0,1
11,2,0,-.2342905628470148,0,0,0
11,3,0,-.1298216947559059,0,0,0
11,4,0,.910656669744472,0,0,0
11,5,0,-.1472573619859193,0,0,0
11,6,0,-.0922273426759403,0,0,0
11,7,0,.5841070159472231,0,0,0
12,0,1,-1.239490303801511,1,0,
12,1,1,.4553221976092088,1,0,1
12,2,1,1.726999253585066,0,0,1
12,3,1,.5173623278012667,1,0,0
12,4,1,1.062573517431048,0,0,1
12,5,1,.3918935938132636,0,0,0
12,6,1,.332988172820954,0,0,0
12,7,1,.5982388585188826,0,0,0
13,0,1,-.9719255310026242,1,0,
13,1,1,.0133625327412226,1,0,1
13,2,1,.462328575767974,0,0,1
13,3,1,.3884864684733391,0,0,0
13,4,1,-.1186279986657711,0,0,0
13,5,1,-.2974257879805882,1,0,0
13,6,1,-.0983820151955758,1,0,1
13,7,1,.5698100875747439,0,0,1
14,0,1,1.150017101886152,0,0,
14,1,1,.9712739919433835,1,0,0
14,2,1,1.13445266692537,1,0,1
14,3,1,1.596293728938827,1,0,1
14,4,1,1.557845475747074,1,0,1
14,5,1,2.326983998461115,1,0,1
14,6,1,2.71389428800494,1,1,1
14,7,1,2.442842520318206,1,0,1
15,0,1,.5941967298703404,0,0,
15,1,1,.4441295354405565,0,0,0
15,2,1,-.024571771336854,0,0,0
15,3,1,-.0263510292681844,0,0,0
15,4,1,.1099495429863818,1,0,0
15,5,1,1.364868966302093,0,0,1
15,6,1,.7979308081736374,1,0,0
15,7,1,.5468060505665384,0,0,1
16,0,1,.6450094511928405,0,0,
16,1,1,1.15502828546494,0,0,0
16,2,1,.3171508494428887,0,0,0
16,3,1,-.0332101512857565,0,0,0
16,4,1,.4754024533154261,0,0,0
16,5,1,.2676477030142674,0,0,0
16,6,1,-.5105531278469124,1,0,0
16,7,1,-.1865280785210185,0,0,1
17,0,1,2.186674465702786,0,0,
17,1,1,1.916150444957063,1,0,0
17,2,1,1.64615209363385,0,0,1
17,3,1,1.372390199190507,1,0,0
17,4,1,2.073711538488863,1,0,1
17,5,1,2.407835835860397,1,0,1
17,6,1,1.800429282308571,0,0,1
17,7,1,1.307376184452111,0,0,0
18,0,1,-1.12716766490557,0,0,
18,1,1,-.1172461602016893,0,0,0
18,2,1,-.1844187135176286,1,0,0
18,3,1,1.808266620862309,0,0,1
18,4,1,.8533708761894914,1,0,0
18,5,1,1.122061326793166,0,0,1
18,6,1,-.4360607788223263,0,0,0
18,7,1,-.5486392255277068,0,0,0
19,0,1,-2.00546533359462,0,0,
19,1,1,-1.36936096793734,1,0,0
19,2,1,.3048687542469816,1,0,1
19,3,1,.7595959823324401,1,0,1
19,4,1,2.314358037836904,0,0,1
19,5,1,1.04732711422402,0,0,0
19,6,1,-.1838287448827383,0,0,0
19,7,1,-.7343850919515493,0,0,0
20,0,1,1.473150299302592,0,0,
20,1,1,.581832148357374,1,0,0
20,2,1,.6075981275270719,0,0,1
20,3,1,-.3026553434105151,0,0,0
20,4,1,.4274322942302247,1,0,0
20,5,1,1.020521712695669,1,0,1
20,6,1,1.573209114025633,0,0,1
20,7,1,1.254497796015378,1,0,0
21,0,0,-.1882091810979951,1,0,
21,1,0,.2481252100098668,0,0,1
21,2,0,-.5615417165008693,0,0,0
21,3,0,-.2365807076193432,0,0,0
21,4,0,.2864959405542479,0,0,0
21,5,0,.280203919141495,0,0,0
21,6,0,.0902992417157801,1,0,0
21,7,0,.5910664515568405,1,0,1
22,0,1,.9121858558739162,1,0,
22,1,1,.4878640212558008,1,0,1
22,2,1,.5474469970983319,1,0,1
22,3,1,.0351706132099607,1,0,1
22,4,1,1.036486473931838,1,0,1
22,5,1,1.850097748186663,1,0,1
22,6,1,1.921294233244756,1,1,1
22,7,1,1.226735740332599,0,0,1
23,0,1,.7276899115661539,0,0,
23,1,1,-.457504402615579,0,0,0
23,2,1,.0103203421000522,0,0,0
23,3,1,.2399439814934621,1,0,0
23,4,1,1.52047639113305,0,0,1
23,5,1,.6339385595287161,0,0,0
23,6,1,.8200109154169662,0,0,0
23,7,1,-.1309925622101688,0,0,0
24,0,0,-.1816655403750227,1,0,
24,1,0,.8084764584894334,1,0,1
24,2,0,2.035467185680322,1,0,1
24,3,0,2.175450849733755,0,0,1
24,4,0,1.187353154015433,0,0,0
24,5,0,.8038299550276808,0,0,0
24,6,0,-.0826977746188997,0,0,0
24,7,0,.0225604299116895,0,0,0
25,0,0,-.898858641266586,0,0,
25,1,0,-.5633009022749627,0,0,0
25,2,0,-.047342470046597,0,0,0
25,3,0,-.4525384928333084,0,0,0
25,4,0,-.2062263349802775,0,0,0
25,5,0,.4565488772748846,0,0,0
25,6,0,.0486783830328949,0,0,0
25,7,0,.7357283080889556,0,0,0
26,0,1,.2922035008269792,0,0,
26,1,1,-.817361417248658,0,0,0
26,2,1,-.8046759132166216,0,0,0
26,3,1,-.0574477430409074,1,0,0
26,4,1,1.773060069349397,1,0,1
26,5,1,1.403639003193703,1,0,1
26,6,1,1.379867681710839,0,0,1
26,7,1,.874005950527691,0,0,0
27,0,0,.9140918079372811,0,0,
27,1,0,.6547035322419821,0,0,0
27,2,0,-.328778275395667,0,0,0
27,3,0,-.2947284693948942,1,0,0
27,4,0,.6307658591828128,0,0,1
27,5,0,1.597026184245955,0,0,0
27,6,0,1.241633306369119,1,0,0
27,7,0,1.541406827878815,1,0,1
28,0,0,.1482766608866785,0,0,
28,1,0,-.1342669402988506,0,0,0
28,2,0,-.2008131457793332,0,0,0
28,3,0,.2473784787237517,0,0,0
28,4,0,-.1159893331082056,1,0,0
28,5,0,1.129908530639822,0,0,1
28,6,0,.5094134213669553,1,0,0
28,7,0,.4507963377154344,0,0,1
29,0,1,-1.380205300185589,1,0,
29,1,1,.4121761756313828,1,0,1
29,2,1,.2837813379395914,1,0,1
29,3,1,1.361041047273615,0,0,1
29,4,1,-.1539737057460387,1,0,0
29,5,1,1.461577919831232,0,0,1
29,6,1,-.1268210120360282,1,0,0
29,7,1,1.105289418704936,0,0,1
30,0,1,1.404257144126551,1,0,
30,1,1,.9325075317193542,1,0,1
30,2,1,.9719817668625734,1,0,1
30,3,1,.5977395724732655,0,0,1
30,4,1,.2302186383671125,0,0,0
30,5,1,.3225602723260087,0,0,0
30,6,1,.2483548501278809,0,0,0
30,7,1,.4013094701540782,0,0,0
31,0,1,1.370828571630708,0,0,
31,1,1,.518049790865186,0,0,0
31,2,1,.1234411489654776,0,0,0
31,3,1,.5890704885885217,0,0,0
31,4,1,.0936774066786629,0,0,0
31,5,1,1.053078446093682,0,0,0
31,6,1,.1737682425988418,0,0,0
31,7,1,-.653266685291515,0,0,0
32,0,1,-1.167147633616257,0,0,
32,1,1,.0020778148363531,0,0,0
32,2,1,.4611340517022948,1,0,0
32,3,1,1.103308136360618,1,0,1
32,4,1,1.618607437177566,1,1,1
32,5,1,1.37655235930104,0,0,1
32,6,1,.9060877230957821,1,0,0
32,7,1,1.584807277967659,0,1,1
33,0,1,-1.054541319852411,0,0,
33,1,1,-.350467323842314,0,0,0
33,2,1,.6704009388509369,0,0,0
33,3,1,1.030777440020778,1,0,0
33,4,1,1.329224384522047,0,0,1
33,5,1,.5314522296296966,1,0,0
33,6,1,.7003436154925041,0,0,1
33,7,1,.3824555578375,0,0,0
34,0,0,-.7246378136550733,0,0,
34,1,0,.0025010377297309,0,0,0
34,2,0,.0359240180331188,0,0,0
34,3,0,-.3366585873470503,1,0,0
34,4,0,.1425142719026807,1,0,1
34,5,0,.2453630520299475,0,0,1
34,6,0,1.227429244542831,1,0,0
34,7,0,1.50274103480551,1,0,1
35,0,1,.1387263162723722,0,0,
35,1,1,.1444952440540364,0,0,0
35,2,1,1.148610703039163,1,0,0
35,3,1,1.964207526449511,1,0,1
35,4,1,1.48850538932915,1,0,1
35,5,1,1.630336470890444,0,0,1
35,6,1,-.3804001626864014,0,0,0
35,7,1,-.0023274676145762,0,0,0
36,0,0,-2.122872611843262,0,0,
36,1,0,-1.696659005922009,0,0,0
36,2,0,-.5422586513087637,1,0,0
36,3,0,.1041225030311398,1,0,1
36,4,0,1.205018294664056,1,0,1
36,5,0,1.710441572813199,0,0,1
36,6,0,.5015030101006878,1,0,0
36,7,0,1.591063734030531,0,0,1
37,0,1,.3396634550829676,0,0,
37,1,1,.122414174691729,0,0,0
37,2,1,-.2538743261594241,0,0,0
37,3,1,-.6970765539903654,0,0,0
37,4,1,-.092265540759273,0,0,0
37,5,1,.5100426898804868,0,1,0
37,6,1,-.4356667974791227,0,0,0
37,7,1,-.5510932037622246,0,0,0
38,0,0,-.2090934538834708,0,0,
38,1,0,-.2404365349957885,0,0,0
