id,X1,X2,ps_true,treatment,Y
1,.9591999837964262,0,.5188710295421726,0,5.315956485751287
2,-.0018050319261233,1,.474750740825196,0,5.0436927453068
3,.5440770501958156,0,.456720138769163,1,5.363241798924341
4,.0016287139391725,0,.3777703485589043,0,2.65961533128665
5,.3576809061013269,0,.4291324873352272,0,6.978684599860392
6,1.878867680998293,1,.7363961102788583,1,13.32084790462939
7,2.754745980304331,0,.7600306561319887,1,12.81350204687326
8,-.6125968334256553,1,.3851943711802014,0,5.923485471193122
9,.1973079265055986,0,.405737378976762,0,2.258123500893743
10,1.61022382037434,0,.6144683880538047,0,9.136843521796568
11,-.8034225259687305,1,.3584602167629867,1,7.61542383025265
12,1.096011663762487,0,.5393203901452872,1,10.30341369008551
13,-.4407027247233212,1,.4098896358124984,0,4.042831483122993
14,-1.011426522574796,1,.330293940196181,1,4.586843236473209
15,1.019227329682484,1,.6251665728599743,1,8.92494052417347
16,1.871976416493938,0,.6509427731867584,1,11.15363840025892
17,.4235664309838433,0,.4388427203048292,1,10.99533560008644
18,.6339538297569229,0,.4701286894669323,0,7.388866599886683
19,.4172334253556299,1,.5375143816551999,1,11.90008509372054
20,-.5279335423755478,0,.306451827801854,0,3.923297981686967
21,.1053485408966809,1,.4908033184726487,1,11.50062092063984
22,1.450645926025033,1,.683604723835139,0,6.260092017056815
23,-1.099225269140553,0,.2387517589983469,1,2.317759338222358
24,1.367206188960163,0,.5794031415526906,0,7.739362545642301
25,.517462812477807,1,.5524260214834616,1,8.268350285150499
26,.4591981227805301,0,.4441142035973739,1,10.15367813491942
27,-1.024576272610366,0,.2469871905777168,0,3.129469604343252
28,-.0020742090157635,0,.3772482453111726,0,5.276232626740851
29,.7135886859717894,1,.5813099570403356,1,8.013280804041413
30,-.0191080428854759,0,.3748501990136201,1,4.686513672146027
31,-.9106916779572671,1,.3437978614817369,1,5.205652879326347
32,1.104777432435176,1,.6371155239198748,0,9.223322143926323
33,.4819369478254349,1,.5471500311336022,1,8.38433354306652
34,.6211270283759723,1,.5677497940037004,0,4.168574678444491
35,.0915648677192608,0,.3905356783120953,1,10.6476465905092
36,.2658658210968068,0,.4156927608102728,0,3.608654900456115
37,-.6305996336879626,0,.293517788011065,1,5.776739562804156
38,.5798361624205107,1,.5616599699131636,1,7.593402542624561
39,-.0252305369036031,1,.4712471767303488,1,7.881093445873144
40,-1.063064146706766,0,.2427174382052877,0,.8155441311292524
41,.0322151052951948,0,.3820937057915156,0,5.425391154137012
42,.2512961121290869,0,.413571016065835,0,5.161676870796055
43,.6080574925032469,0,.466259976621211,0,5.100907771557777
44,-.4487065745329753,0,.3166470065095196,1,3.309819599689759
45,.3060090322458721,0,.4215546665908469,1,5.287998499624218
46,-1.233820948758108,0,.224385063923217,0,5.791549970132165
47,-.1701767934324566,0,.3538620047051493,0,2.124783752660503
48,-1.325267034517908,0,.2149806706519809,0,4.799012821148757
49,-.6600331984582984,0,.289869091436094,0,3.552891708156876
50,.1675929588980086,1,.5001389438311248,1,7.105469079458677
51,.7159956485655004,1,.5816614121940903,1,8.607234874344419
52,-1.550560187234332,0,.1930463194396653,0,-.1845945700772962
53,-.8898920949037183,0,.2623218841459358,0,.948726176144298
54,.9244225417595041,0,.5136599812273136,0,5.974930346488236
55,.8722835317410736,0,.5058422638614792,1,3.887050535964391
56,-.2140264577888274,0,.347869820129528,1,9.02254068191322
57,-.3503931388575274,1,.4230571634710456,1,6.982264480794077
58,.1272011696835829,0,.3956366624761789,1,12.17297351851846
59,.092839269787723,0,.3907176915821259,0,3.486497940099499
60,-1.328109834942821,1,.289694981254148,0,6.395968940209713
