id,x1,x2,status,time
1,.4160972765177739,0,2,1.742509091740269
2,-1.9751108268147,1,0,1.071852232943287
3,1.220313394396765,1,2,.6366378496452744
4,1.169841861540256,1,2,1.225137308826954
5,2.508900867372746,0,1,.1529720440373488
6,-.0960415477109262,0,1,.4603879034787741
7,1.572368016645073,0,0,.5682673224818182
8,.6833440569899345,0,1,.0100126178638383
9,.4189858890741672,0,0,.1666789053684528
10,-1.236719341238914,0,1,3.767169515682167
11,.7082253656141764,0,2,.3374925707502259
12,1.361405280828044,1,1,1.200636707705688
13,.5009000208103314,0,1,.1280384978205535
14,1.750541139452403,1,1,.1630770887596725
15,.705869671142367,0,1,.3887445186797318
16,.4264500982902817,1,0,.1226514609303293
17,-.6462505070513463,0,1,.679461168984654
18,-1.141486136156629,1,1,2.340042234168342
19,.4818257682243278,1,0,.4126081408169688
20,-1.893300871801934,0,1,1.313110319769051
21,-.2249044099465561,0,1,.8395972740277273
22,.7944500474815935,0,2,.117687385332641
23,.1006342160108244,1,1,.2650929645982822
24,1.622714281883797,0,0,.5240229474842075
25,-1.85662163237195,0,1,.893685761112649
26,-1.270218190267638,1,2,1.120875519135973
27,.590455460398728,0,2,.5006997271640832
28,-.9336757053147591,0,0,.1625018312805397
29,.3542838665274203,0,2,1.171035947868267
30,-.1107535334766291,1,2,.5115306746603797
31,1.10836139258152,0,2,.473582875560156
32,-.8302197648278768,1,1,.7269099526470764
33,-.7036591267281511,1,2,1.563769649784991
34,-.5986554170568579,1,0,1.615795097802347
35,.1128623924642741,0,1,.419008612711452
36,-.0234782750854203,0,1,1.114012985644048
37,.2281183600772912,0,2,1.116115894603291
38,.6604835652583693,1,1,.3640858087680969
39,-.951279648921209,0,2,.3447174644992541
40,-1.786870322396084,0,2,.1873455286472988
41,-.5982313750338265,1,0,.7383288165742994
42,.8181151628059748,0,1,.4050160263830387
43,-1.180081938646988,1,0,3.839364163561779
44,.4564916517979771,0,2,.4128539566534438
45,-1.705826221037819,1,0,.4550430950629187
46,2.399460238247127,0,2,.3882787086845886
47,-.6085336134271477,1,1,.0629844568954183
48,-1.033962523773472,0,1,.2385722824254661
49,1.907465481037645,0,1,.5227235346629034
50,-.4949096851398674,0,1,.7290633176793109
51,.1640231834814312,1,0,1.94085085181119
52,.6742136561197726,1,1,.8874114377314899
53,-.8839094827580211,0,0,.3144176750060779
54,-.2716249473661091,0,1,.3756769967629763
55,.0405682213202866,1,0,.4546951431930455
56,.8311705673711178,0,2,.7386913485899821
57,-1.089630628759073,0,0,1.143865205961997
58,.5036694753961766,1,2,.1483428199597412
59,.0303654545170808,1,1,1.474363491439654
60,-1.201961757241813,1,0,3.662198945904997
61,1.584944335299856,0,2,.0899157733933124
62,.7179955025808292,0,2,.2770055066408878
63,-.7230152766113012,0,1,.1299918941991447
64,.4731502416313923,0,0,1.753420012334436
65,.9195105145579776,1,1,.4853648880893477
66,.6094693169641019,1,0,1.838472065608598
67,-.0533966932062876,0,0,1.706175640964811
68,-.0902476869626452,0,0,.260046084629201
69,-.179219668898373,0,1,.2554394317196746
70,-.7779395634058166,1,2,.987074706162811
71,-.0585145518125625,0,1,.6999076731676608
72,.0852540796589893,1,1,.3198744286975085
