"id","r_xb"
1,0.00822531378621269
2,-0.127771706829361
3,-0.0646053070886845
4,-0.0656030165629934
5,0.0495953664137009
6,-0.0018985268854605
7,0.0310822037398223
8,0.0135081857293669
9,0.0082824152046165
10,-0.0244471791122954
11,0.0140000336274322
12,-0.0618162356285246
13,0.00990167463042611
14,-0.0541238888546184
15,0.013953466809266
16,-0.0802982113260761
17,-0.0127749290970649
18,-0.11129280863041
19,-0.0792035580153381
20,-0.0374263294694161
21,-0.00444585785130564
22,0.015704503001544
23,-0.0867388635954398
24,0.032077436953118
25,-0.0367012628304896
26,-0.113837553811797
27,0.011671985645296
28,-0.0184566832906182
29,0.00700340073352114
30,-0.0909175272594914
31,0.0219098291601465
32,-0.105139767695605
33,-0.102637946558814
34,-0.100562257748758
35,0.00223103741617902
36,-0.000464113058736525
37,0.00450939046689921
38,-0.0756718924075827
39,-0.0188046739365788
40,-0.0353224352247136
41,-0.100553875385078
42,0.0161723094744894
43,-0.112055761440317
44,0.00902382036298792
45,-0.1224485516315
46,0.0474319696160766
47,-0.100757527627636
48,-0.020439129696774
49,0.0377063321567633
50,-0.00978325907388448
51,-0.0854858052904368
52,-0.0754004791779808
53,-0.0174729162255959
54,-0.00536941852383001
55,-0.0879262341505787
56,0.0164303856629541
57,-0.0215395637953154
58,-0.0787717567133775
59,-0.0881279200619748
60,-0.112488276584454
61,0.0313308094698975
62,0.0141931674132564
63,-0.0142923971339651
64,0.00935312347634247
65,-0.0705515081673757
66,-0.0766803301539187
67,-0.00105553336095697
68,-0.00178399519929553
69,-0.00354277255954905
70,-0.104106304883492
71,-0.00115670199465333
72,-0.0870428945389425
73,-0.0663526131434923
74,-0.00103372059157927
75,-0.0952667508221935
76,-0.00363869322435498
77,-0.0420659447054357
78,0.0174841433143646
79,0.0139062570378936
80,0.0131157328444749
81,-0.0152988879554298
82,-0.0165284092056248
83,-0.0759032455178978
84,-0.0845798343423984
85,0.0170796051805674
86,0.00068065640329951
87,-0.012137101612969
88,0.0343522196319172
89,0.006305394668658
90,-0.11675894927632
91,-0.00662516527610863
92,-0.0993475024360262
93,-0.079893021783117
94,-0.00993963049373782
95,-0.0147298715303714
96,-0.00415746404207017
97,0.0125767211448156
98,-0.0762586137376641
99,-0.0945457886826336
100,-0.10818101338069
101,-0.0126084963358763
102,-0.0177580434382787
103,0.00267480820103498
104,-0.0138065244248129
105,-0.0839308951910965
106,-0.0161398243339509
107,-0.0776537203267488
108,0.017538465371302
109,0.00113476217229035
110,-0.0688935606778923
111,-0.0179436150944304
112,-0.0727195752924633
113,-0.118053647374463
114,-0.0842876636744533
115,0.00977221410971715
116,0.00919419991177065
117,0.012506417194647
118,-0.0939957582385371
119,-0.0810995248339547
120,0.00879640880108286
121,0.0332362210976647
122,-0.0233103539115106
123,-0.111071636271311
124,-0.0103895283849475
125,-0.0505273173922862
126,-0.124786950827704
127,-0.0186687936659623
128,0.0152374037565435
129,-0.113259386494145
130,0.0590046169606181
131,-0.132685880093174
132,-0.0877991695966215
133,0.000118858595855329
134,0.012622437314998
135,-0.11687885120469
136,-0.00211384756707309
137,-0.11681017848561
138,-0.0774449718868767
139,-0.0194168062610049
140,-0.0365104277975249
141,-0.0473530704937785
142,-0.0783856259858412
143,0.0230101221416277
144,-0.000138313991049188
145,-0.104399636118243
146,0.00594154926181261
147,-0.0806519375254807
148,-0.0485225891419513
149,-0.00705048984629714
150,-0.0747810729966551
151,0.00960445534817701
152,-0.11769836718977
153,-0.0719425235819054
154,-0.0414132025272461
155,-0.0140836108561964
156,-0.0759954529832913
157,0.0277213002447094
158,0.00641009913624492
159,-0.00881354482501365
160,-0.00169400433130449
161,-0.0122381560710338
162,0.0125855692924907
163,-0.101054600286269
164,0.0248690457909969
165,-0.0142356554938958
166,0.00481277691257722
167,-0.00401948576718046
168,-0.0221136603312046
169,-0.108106233548421
170,0.0125630537837803
171,-0.0963276012569521
172,-0.0856469737227375
173,0.0110125316943954
174,-0.104958681587921
175,-0.0251276996008202
176,-0.0237916303845718
177,0.0247194015195305
178,0.00317383797904047
179,0.0174755791755873
180,0.00754432548269206
181,0.000731919888197227
182,-0.0145166262980819
183,-0.0469707636834966
184,0.027419305561002
185,-0.137550413853012
186,-0.0266962351784742
187,0.0208766362535253
188,0.00547430456951107
189,0.0206553055236978
190,-0.000785400381732132
191,0.0143006367008293
192,0.00993253923402739
193,0.00731540526059301
194,0.0083535323621524
195,-0.0133089293884909
196,-0.105067641122999
197,0.0301054302080032
198,0.00233386577933473
199,-0.114703648396627
200,0.0369737825068978
201,-0.0305713525140932
202,-0.0239602504182212
203,-0.100305828595037
204,0.0415422667736545
205,0.000759393893819142
206,-0.0434692298250594
207,-0.00116155775673592
208,-0.00997459214342443
209,0.0116608054910307
210,-0.0882811366924875
211,-0.0624113614778792
212,-0.00703145485232478
213,-0.0119440450997768
214,-0.0286982708585984
215,0.0305999999636433
216,-0.017435246847272
217,0.0188298232011142
218,0.030345584405352
219,0.00317173100084177
220,-0.0226921245907242
221,-0.0962053405238628
222,-0.0122737033336107
223,-0.0688261777674774
224,-0.0954970714830233
225,-0.0476851207892548
226,-0.0184759179498078
227,-0.00487895613243961
228,-0.123790888892257
229,-0.10371726776948
230,-0.0819272328361044
231,-0.0908269118242858
232,-0.030186015428219
233,-0.00447509363423845
234,0.00524556997640264
235,-0.103334184468557
236,-0.111036150499157
237,-0.0230908198125505
238,-0.0847369037585263
239,-0.0705100712962214
240,0.0293573498579378
241,-0.0995089186275829
242,0.00805588712653716
243,0.0345841442269703
244,-0.00995563329909425
245,0.0191580677142117
246,-0.047295317646214
247,-0.0631155516271238
248,-0.101793652635334
